¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.12581
(439.41, 14.91, 252.61) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 11.13174
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 11.57672
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 11.54558
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.16847
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.148
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.13014
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.11486
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.10216
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.09203
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.08446
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568921
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756224
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957483
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174276
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408429
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662095
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937748
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238273
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.558386
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44721
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856014
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307868
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809895
Ö(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37074
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00138
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71549
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.12262
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.07786
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.03521
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 11.99465
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 11.95613
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 11.91964
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 11.88514
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 11.8526
(439.41, 14.91, 252.61) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 13.46315
(439.41, 14.91, 252.61) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 14.11956
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.17543
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.16009
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.14733
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.13714
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.12953
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.575508
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763293
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965087
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182483
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417301
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671719
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948222
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249764
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571614
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462254
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872629
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326225
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830336
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39367
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02721
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74487
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.46021
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.41354
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.36907
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.32674
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.28654
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.24841
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.21234
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.17829
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.33622
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.24157
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.22355
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.20814
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.19531
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.18507
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.1774
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582135
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770403
©(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972737
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190733
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426227
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681404
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958766
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261281
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103132
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477407
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889344
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344801
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851012
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41681
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05334
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77458
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59857
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5574
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7157
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00869
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.42285
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.39145
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.36275
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.33672
(439.41, 14.91, 252.61) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 12.49069
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.29263
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.27452
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.25904
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.24615
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.23584
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.22812
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588798
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777556
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980431
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199035
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435208
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691149
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969375
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272874
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117124
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49277
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906232
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363529
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871867
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44021
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07974
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80461
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63301
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59722
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7747
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07754
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.47739
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.44585
·(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.41703
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.39089
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.36742
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.34659
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.3284
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.31283
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.29987
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.28951
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.28173
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.595499
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784748
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988172
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207384
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444243
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700953
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98005
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787286
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131197
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508235
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923289
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382456
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892928
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46387
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10644
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83502
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66787
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63737
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83395
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14742
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.5349
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.50323
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.47428
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.44802
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.42443
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.40351
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.38523
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.36957
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.35653
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.3461
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.33827
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602237
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791981
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995955
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215782
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453331
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710816
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.990791
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800283
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145428
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523844
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940534
Ò(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401545
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914242
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48774
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13342
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86568
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70313
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67791
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.882
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21834
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.59545
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.56363
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.53454
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.50815
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.48445
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.46342
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.44504
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.42929
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.41617
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.40567
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.39778
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60901
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799253
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003781
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224227
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462471
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720738
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492583
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813375
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159756
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539588
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957918
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420819
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935745
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51186
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16065
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89672
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73876
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7188
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93051
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29025
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.65907
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.6271
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.59786
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.57134
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.54752
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.52637
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.50789
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.49205
(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.47885
