¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Á(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02663
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.08125
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.18195
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30875
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.435523
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.918328
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.492044
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10497
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42389
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76527
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32103
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13735
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36768
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85402
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.22572
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.12009
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.08722
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.8378
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.80922
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.84761
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.33019
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.17222
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.01962
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.87221
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.72981
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.77327
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.86961
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.98409
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.10276
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.22575
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.35318
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447151
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931388
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.508592
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11106
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4304
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77223
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35072
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36958
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43277
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93287
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.20791
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.16013
Á(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.93215
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.90074
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.87211
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.55029
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.38618
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.86694
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85667
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.92654
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.78363
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.80337
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.91437
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02946
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14877
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.27242
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40053
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458129
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944367
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524158
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11743
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4372
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81674
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38046
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60485
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4962
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01039
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26381
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.21179
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99827
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.9668
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.93811
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.65036
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.48468
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.32463
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.17001
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02065
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.87637
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85028
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.96191
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07766
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.19765
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.322
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45082
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46845
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956623
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.538722
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12406
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44429
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87428
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41026
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75265
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55793
Ë(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08664
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.33968
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.28938
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.06757
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.03602
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.00726
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.01368
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.58728
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.42563
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26948
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.11863
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.97291
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.89996
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.01227
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.12873
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.24943
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.37452
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.50412
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4781
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968089
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552278
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13097
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45167
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93076
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4401
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91109
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61789
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16152
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.43448
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.3865
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14009
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.10846
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07964
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.1139
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.69407
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.53076
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.373
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.2206
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07338
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.95246
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.06549
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.18268
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30416
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45562
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.61953
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.487083
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.978757
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.564813
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13814
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45934
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9611
Í(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46998
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07632
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67604
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23494
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85924
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.59351
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.21589
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.18418
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.15529
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.19389
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.81738
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.64878
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.48591
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.32857
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.17787
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.03415
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14579
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.29617
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45183
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.61298
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.77978
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.495386
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.988614
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.576319
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14559
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46729
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98832
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49989
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24108
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76994
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27535
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.8926
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.60105
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.29503
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26325
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.23429
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.2732
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.27803
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26375
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26396
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.55953
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40401
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.25377
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30013
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45323
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.61171
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.77577
(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.95043
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503006
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.997661
(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586784
Á(380.65, 14.65, 268.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15331
