¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660857
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455113
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493641
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533686
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575287
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618505
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663352
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70988
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758183
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808234
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860143
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913898
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969625
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027316
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10567
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206238
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310586
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418927
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531399
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635304
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718569
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80483
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89414
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411347
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83051
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70705
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.657
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92722
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523347
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756733
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008506
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280917
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479145
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518003
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558394
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600331
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643927
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689179
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736117
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784777
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835282
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88758
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941795
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997985
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056155
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116434
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178816
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266096
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373207
ü(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484415
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599901
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694185
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779913
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868687
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01758
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9969
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6862
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52845
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78857
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523837
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757285
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009082
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281547
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504207
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543417
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584176
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626521
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670461
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716115
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763469
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812576
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86349
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916281
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970938
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027572
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086271
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147015
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20996
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275088
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342521
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439018
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553225
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671148
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756384
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844646
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70803
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58611
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71196
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41447
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66036
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524335
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757776
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00965
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282157
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530365
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569948
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611067
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653817
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698163
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744226
ø(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792004
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841579
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892924
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946149
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001338
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058494
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117651
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17895
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242442
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308148
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37615
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446568
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519496
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625527
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734205
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257099
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50154
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53484
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50642
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3052
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54889
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524793
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758278
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010186
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282737
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557577
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597551
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639068
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682215
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727002
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773509
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821748
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87176
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9236
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977307
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03301
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09067
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150389
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212242
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276291
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342587
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41125
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482293
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555867
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631975
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710827
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844406
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69727
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52193
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96711
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20047
€(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4421
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525222
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758742
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010701
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283308
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579114
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626273
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668218
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711783
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757048
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803983
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852676
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903173
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955513
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009742
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065941
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124198
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184462
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24692
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311579
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378486
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447798
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519504
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593735
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670589
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766726
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51172
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43083
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54879
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8688
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10025
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33986
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525632
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759176
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011194
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283823
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579677
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656111
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698506
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742542
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788236
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835669
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88484
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935835
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988702
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043486
(383.95, 6.80, 353.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100244
