¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2447
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730102
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851818
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596955
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993496
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380974
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78404
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22486
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70897
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23783
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76767
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35186
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01039
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.75744
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.21988
(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.46263
(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.37871
(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.38731
(335.46, 7.07, 319.95) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.73772
(335.46, 7.07, 319.95) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.99112
(335.46, 7.07, 319.95) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.06929
(335.46, 7.07, 319.95) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.05414
(335.46, 7.07, 319.95) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.86275
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395188
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502596
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614721
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731821
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854145
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983986
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364498
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766063
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20516
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68733
§(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21022
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73731
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31835
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96194
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.52542
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.17321
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02832
(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.35714
(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.36349
(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.50412
(335.46, 7.07, 319.95) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.91922
(335.46, 7.07, 319.95) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.92964
(335.46, 7.07, 319.95) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.91459
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292234
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395763
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503716
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616392
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734076
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974356
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348166
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74825
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18563
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66585
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18297
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70737
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28528
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89825
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.07628
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.12869
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43358
(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.33848
(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.34234
(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.48264
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34925
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192951
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292772
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396835
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505355
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61864
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736974
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331956
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730499
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16625
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6445
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15613
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67786
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25272
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80516
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.67617
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.08628
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.73657
—(335.46, 7.07, 319.95) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.41638
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22401
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92384
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60365
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92358
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52577
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097179
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193455
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293839
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398427
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507612
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621549
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580414
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712975
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14703
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62334
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12963
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64878
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1921
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.714
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.06824
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.24321
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.94895
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79267
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97682
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65724
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31089
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70244
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02843
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36723
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71943
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004742
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097722
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194545
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29547
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400698
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510479
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625084
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542171
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12796
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60239
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10353
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62012
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.08002
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.054
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.2841
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.58922
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.16905
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.99186
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73718
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36414
š(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00036
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48844
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80831
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14066
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48613
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84542
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91548
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.005319
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098808
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196208
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297718
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403605
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514067
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629431
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501164
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58163
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0778
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56359
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02983
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.46706
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.69181
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.01873
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.39728
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.25026
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49741
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08092
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70047
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28135
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59535
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92154
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26055
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62365
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829285
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916077
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006423
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100487
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198497
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300685
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407223
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518442
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953257
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45778
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05247
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49104
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95114
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45156
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.12876
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.4799
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.85246
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.51893
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.52913
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80709
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41078
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05237
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38928
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70955
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07842
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59831
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.74595
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8299
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91727
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008161
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102831
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201479
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304303
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411606
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52359
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913424
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412353
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4199
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.874
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36765
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.83118
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.97626
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.37825
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.80632
(335.46, 7.07, 319.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.84989
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63729
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14305
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75596
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18987
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5634
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05744
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57639
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665397
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.746672
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831132
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919043
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010562
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105886
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205223
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30878
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416843
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434731
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87197
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365195
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79842
(335.46, 7.07, 319.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28547
