¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26102
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.219673
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48019
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20727
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39518
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5891
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79109
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00168
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22129
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4505
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53404
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.11349
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.08655
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0631
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04315
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02666
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01362
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.00404
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.99789
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.99517
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.9959
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.00005
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01299
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02402
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0385
ì(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.25648
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.146975
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.199077
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.253033
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.308903
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.366749
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.129895
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.111302
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7385
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94718
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16479
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39187
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06236
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01505
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.98401
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.96054
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.94055
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92401
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.9109
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90123
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.89498
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.89215
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.89274
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.89675
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.9095
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92036
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.93465
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.95239
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.899788
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.947278
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.996476
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.047436
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.109028
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.105228
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.086661
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68751
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89429
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10996
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33494
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56988
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52077
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88572
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86223
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8422
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8256
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.81243
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.80268
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79634
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7934
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79386
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79773
é(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.81031
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.821
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8351
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.85264
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.669805
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.713187
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.758151
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.804743
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.124224
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.32311
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.374093
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.583157
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82215
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05681
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27982
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51262
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05781
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99887
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.76807
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.748
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.73136
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71813
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70831
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70187
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69883
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69918
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70292
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71532
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72585
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.73978
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75713
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.469806
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.495037
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.536218
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.757304
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.653202
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.708451
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.765728
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.825089
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71206
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.952
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20317
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45713
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6982
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50418
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72475
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.6579
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.64121
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.62793
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61803
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61151
Ş(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60837
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60861
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61222
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.62446
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63484
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.6486
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66577
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.493251
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.471658
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.451164
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.009779
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.069956
(417.38, 13.33, 328.77) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.132315
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10011
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37572
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60492
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84045
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08696
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34514
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61575
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04104
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97966
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57181
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.55508
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54174
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53177
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52517
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52194
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52208
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52556
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53766
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54789
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56149
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57849
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.517818
(417.38, 13.33, 328.77) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.496167
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01254
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25786
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5171
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79142
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96233
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23115
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50064
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73194
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9739
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22729
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49283
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77128
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48512
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79614
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47289
Ë(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4595
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44947
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44279
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43947
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4395
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44288
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.45483
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.46492
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47838
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.49521
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063248
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421206
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979817
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22336
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4807
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75297
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82845
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0908
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36691
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62634
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86396
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11271
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37329
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64653
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15881
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9584
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39458
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.38114
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37104
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3643
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3609
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36083
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36411
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37592
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.38588
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39919
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.41587
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089684
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449875
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947755
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18958
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44509
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71533
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00164
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95442
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22381
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50752
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75704
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00132
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25717
(417.38, 13.33, 328.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52532
