¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.434981
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.37968
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.28544
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.982218
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.216013
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.469832
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.762037
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.084158
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.43967
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352118
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835214
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393517
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11253
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93783
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00871
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.48301
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.92758
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06477
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36833
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33354
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31776
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.20504
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.979787
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.21338
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.469318
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.762541
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.084713
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92583
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357582
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841326
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409353
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13094
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9371
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02871
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.03462
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.92368
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04517
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31207
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.29176
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.25611
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.12581
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.977269
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.210647
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.469612
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.762864
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559641
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936972
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362751
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84712
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424609
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14219
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93562
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04709
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58748
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.94656
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02317
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25581
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.24945
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.19386
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.05179
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.974658
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.207818
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.469738
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226589
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569523
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947885
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367574
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852574
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439207
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14028
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93345
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06375
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58777
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.38145
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99882
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19956
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.20407
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.13184
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.97878
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.971959
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.204892
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925878
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235381
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579244
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958626
à(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379349
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857685
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45322
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13778
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9305
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07875
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58602
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.95031
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97212
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14332
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15696
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.07012
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90675
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.969172
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654465
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932475
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244015
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588762
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969132
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391069
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862428
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450814
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13462
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9268
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09203
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58227
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42721
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9431
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.08713
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10953
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.00871
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.83573
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404318
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660432
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93896
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252494
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598044
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979476
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402528
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874352
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447545
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13081
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92239
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10357
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57655
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40887
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.256
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04399
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06176
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.94762
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.76569
è(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409696
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66626
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945506
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260739
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607177
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989572
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413769
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882775
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443692
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12638
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91722
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10957
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56878
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38881
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87068
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.0127
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.01369
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88686
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.69663
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414947
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671978
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952863
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268868
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616086
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999428
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424767
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888959
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451525
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12132
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91135
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10184
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55909
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36701
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31416
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98026
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.96534
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.82643
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.62856
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420074
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677546
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96007
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27677
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624831
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009091
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4322
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894894
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462593
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11564
(336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90472
