¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.228621
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.258958
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.36587
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.478971
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.598794
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.755937
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.972343
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443454
›(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551831
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665466
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784747
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91004
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04178
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180517
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851928
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434828
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576996
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11963
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83019
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62103
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51478
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.3978
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.42612
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.59479
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.74459
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.172557
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.274549
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.382323
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.496362
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.6172
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.758449
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.9751
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.414379
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521502
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633766
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751614
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87534
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.005479
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142428
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440363
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284957
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167063
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3232
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94213
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76783
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67964
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.68954
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.71551
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.74509
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.77829
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.0703
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.187617
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.290425
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.399083
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.514076
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.635955
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.767579
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.977821
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386017
¥(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491926
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602903
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719326
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841618
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970113
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105368
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247792
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819829
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790307
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84704
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03693
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89907
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.38292
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.35091
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.32247
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.6687
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.70617
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.24742
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.202946
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.306589
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.416147
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.53212
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655062
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.785594
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.980506
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358432
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463109
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572842
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68791
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808723
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935709
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.069294
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209949
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409886
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417487
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412334
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13377
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01049
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.50791
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.47571
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.4471
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.7978
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.83578
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.43031
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.218547
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.323042
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.433524
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.550496
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.674526
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.806245
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.983155
©(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331505
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435036
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543547
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.657322
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776742
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902228
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034168
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173127
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319613
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782803
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013964
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12852
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12449
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.6378
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.6054
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.57661
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.93186
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.97037
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.73661
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.234421
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.339788
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.451211
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.569209
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.694351
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.827284
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.207399
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305265
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407728
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515039
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627541
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745603
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869649
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000053
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137342
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281997
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434676
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734091
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667542
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26483
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.7727
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.74009
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.71111
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.071
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.12632
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.250573
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.35683
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.469218
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.588261
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.714542
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.848717
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.189089
©(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.280408
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.381093
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.487246
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.598563
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715322
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.837933
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966872
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102556
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245492
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396248
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741826
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246381
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43899
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.91274
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.87993
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.85076
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.21537
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.28981
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.267005
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.37417
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.487543
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.607656
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.735102
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.870545
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193169
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284592
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380124
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.48006
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584552
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.693979
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808692
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934606
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068713
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209975
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35894
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51625
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05238
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61816
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.05807
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.02502
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.99565
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.36508
(390.73, 14.10, 309.71) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.4589
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.283718
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.391812
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.506192
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.627398
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.756035
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.10993
(390.73, 14.10, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197679
