¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.59204
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45293
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54387
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.6384
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.73662
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.491649
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996837
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.547779
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.835027
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14165
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59817
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07361
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45412
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13214
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50708
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02913
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.70435
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.72435
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.74558
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.8648
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.94647
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.78041
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.62596
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.47676
¾(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.33264
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.19342
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.24154
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.32508
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.41206
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.50254
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5966
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.701
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504484
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.01212
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552382
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.83993
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14689
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62364
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10152
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61527
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19637
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58298
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.79862
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55664
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.3021
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.27101
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.2426
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.93898
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.7784
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.62399
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.47482
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.33072
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.19153
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.20417
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.28732
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.38811
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5016
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.61922
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.74111
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516665
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.026582
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.55724
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.845109
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15242
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64917
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1295
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7768
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25961
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65778
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.63727
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.59289
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.3605
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.32934
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.30087
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.97078
¼(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.8113
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.29548
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.50843
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.36467
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.22579
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.21314
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.31922
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.42924
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5433
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.66152
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.78401
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.528183
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04021
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562357
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.850559
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15824
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67476
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19235
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93856
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37454
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73145
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.6846
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.63729
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.42187
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.39064
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.36212
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.06488
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.90393
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.74844
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.59823
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45313
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.31067
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.25581
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.36246
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.47308
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.58775
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70659
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.82973
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.9573
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53903
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05299
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.56773
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856285
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16435
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7004
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30627
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09388
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44146
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80383
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.75095
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70272
Ë(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.48628
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45497
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.42638
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.37376
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.00045
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.84346
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.69181
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5453
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.40379
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.30114
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.40841
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51965
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.63497
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.75449
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.87832
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.0066
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549206
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.064921
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.573362
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.862284
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18726
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72609
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47147
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15359
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49352
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8721
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.8375
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.79066
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55377
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.52238
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.49372
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.51101
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.10098
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.94242
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.78924
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.64128
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.49834
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.36027
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.45708
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56899
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.68501
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.80523
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.9462
(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.10731
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.558695
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075987
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.579249
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.86856
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23347
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75183
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63707
Î(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21218
