¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8044
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12704
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67303
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16049
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80784
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37346
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18174
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01305
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99278
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1011
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35548
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7764
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4555
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5452
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.352942
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.533792
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.72817
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.937624
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.163928
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.409162
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.675755
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.966575
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.285022
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60593
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.928437
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.280796
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72672
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.131283
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.576677
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15023
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69884
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17354
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82248
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36656
ü(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16856
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99634
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97362
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07977
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33282
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.75045
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42465
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.50336
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.35592
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.536987
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.73161
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.941333
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.167942
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.413516
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.680497
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.971756
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.290708
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611159
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934136
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287029
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738244
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.143932
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593636
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17396
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72526
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18722
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83782
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3604
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15645
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9807
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95571
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05993
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31189
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72655
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39622
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46446
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.35892
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.540207
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.735075
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.945071
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.171987
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.417907
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.685277
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.976982
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.296439
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616599
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.940064
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293515
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750123
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156971
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.623302
ë(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19825
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75102
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20153
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85386
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35498
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14541
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96615
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93904
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04156
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29268
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70469
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3702
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.4285
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.99352
(398.91, 7.32, 365.47) (369.88, 3.65, 336.02) (7.01, 3.48, 8.18) Truck 21.76357
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.361944
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.543453
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.738568
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.948841
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.176064
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.422332
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.690095
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.982246
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.302217
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622249
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946222
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300252
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762352
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170398
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.653141
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2231
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76161
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21646
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87061
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35031
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13543
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95267
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9236
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02466
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27517
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68486
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34657
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.39545
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.9491
(398.91, 7.32, 365.47) (369.88, 3.65, 336.02) (7.01, 3.48, 8.18) Truck 21.23565
(398.91, 7.32, 365.47) (369.88, 3.65, 336.02) (7.01, 3.48, 8.18) Truck 21.30962
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.364988
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.546723
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.742086
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.952636
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.180171
Ù(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.426789
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.694951
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.987553
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.30804
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628108
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.952608
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307241
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.774935
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.184214
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.683152
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2485
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77305
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23202
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87444
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34638
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12652
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94026
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90939
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00921
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25937
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66705
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.32532
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.3653
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.90829
(398.91, 7.32, 365.47) (369.88, 3.65, 336.02) (7.01, 3.48, 8.18) Truck 21.24394
(398.91, 7.32, 365.47) (369.88, 3.65, 336.02) (7.01, 3.48, 8.18) Truck 21.09909
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.368055
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.550015
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.74563
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.95646
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.184309
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.431282
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.699843
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.9929
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.313908
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634181
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.959227
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.321065
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787873
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198422
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71333
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27446
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78536
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24822
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87549
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3432
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11866
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92891
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8964
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99521
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24526
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65124
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30643
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.33801
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.87177
(398.91, 7.32, 365.47) (369.88, 3.65, 336.02) (7.01, 3.48, 8.18) Truck 21.25541
(398.91, 7.32, 365.47) (369.88, 3.65, 336.02) (7.01, 3.48, 8.18) Truck 21.02231
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.371145
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.553331
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.7492
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.960312
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.188478
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.435806
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.704771
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.998288
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.319819
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640462
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.966075
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335036
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801166
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213023
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743669
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.301
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79853
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26505
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87765
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34075
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11187
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91863
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88463
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98266
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.23285
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63743
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28989
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31357
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.83882
(398.91, 7.32, 365.47) (369.88, 3.65, 336.02) (7.01, 3.48, 8.18) Truck 21.27007
(398.91, 7.32, 365.47) (369.88, 3.65, 336.02) (7.01, 3.48, 8.18) Truck 21.04271
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.374254
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.556671
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.752793
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.96419
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.192676
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.440364
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.709735
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.003714
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.325773
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646955
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973155
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349042
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814816
(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.228018
â(398.91, 7.32, 365.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.774175
