¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54122
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03001
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48505
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47626
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447742
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631623
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82925
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043049
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274121
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524424
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796583
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093574
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419541
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777179
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172319
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618281
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123792
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42446
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13248
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94553
Ø(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88884
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99612
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4815
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37107
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441901
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625354
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822641
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035985
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266451
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516098
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787518
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083842
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40873
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765264
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159127
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605452
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.109376
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40591
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11125
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92109
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86029
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96242
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44188
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98094
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81524
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.436095
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619123
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816132
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028961
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258826
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507824
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778508
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07417
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397988
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753429
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146023
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592678
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.095024
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662376
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09012
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8967
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83188
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92922
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39567
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60895
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55174
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.430324
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61293
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809659
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021978
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251247
Á(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4996
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769554
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064557
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387317
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741672
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133574
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.57996
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080741
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.645786
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06908
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87243
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80357
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89958
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34927
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23893
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35203
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424588
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606775
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803224
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015036
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243715
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491428
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760658
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055002
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376717
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729997
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122024
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5673
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066525
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.62926
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27656
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84828
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77542
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86999
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3027
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68297
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33791
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41889
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600686
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796829
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008139
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23623
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483308
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75182
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045511
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366191
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718402
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.110534
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554702
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052382
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.612802
Ô(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25777
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82421
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7474
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84038
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25605
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50482
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01527
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413228
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.594778
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790473
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001283
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228796
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475242
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743135
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036078
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355737
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706891
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099104
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542162
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.038306
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.596415
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23907
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80027
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71955
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81081
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20926
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3609
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70011
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407604
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588906
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784159
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994452
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221408
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467231
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734559
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026711
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345359
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695464
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087736
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529689
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024216
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.580098
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22046
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95399
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6918
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78127
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16237
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25581
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39229
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.402019
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583074
¾(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777884
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987667
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214073
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459274
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726041
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017329
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335056
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684122
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076489
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517277
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.008426
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563858
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2005
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93193
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66423
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75175
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1154
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15047
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93864
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396471
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.577279
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771653
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98093
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206788
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451374
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717581
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007998
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32483
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672865
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065419
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504932
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.992762
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.547691
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18059
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90999
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63678
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72231
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07193
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04488
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31985
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390984
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571523
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765463
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974239
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199554
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443532
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709183
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998738
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314681
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662005
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.054407
½(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.492656
(437.23, 13.97, 286.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.97723
