¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961737
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86441
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71857
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65871
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74167
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2583
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66779
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79185
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 18.81204
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 18.82508
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 18.84096
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 18.85967
(382.70, 13.87, 257.89) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 19.34529
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 20.9507
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 20.98099
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.01453
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.05131
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.09137
²(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894872
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095465
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311166
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543341
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795145
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537042
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851445
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194554
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570302
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982631
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449768
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973558
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5494
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16702
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8729
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7284
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66916
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77462
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29846
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67164
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79914
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 18.96528
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 18.9787
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 18.99497
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 19.01412
(382.70, 13.87, 257.89) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 19.38754
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.12288
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.15373
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.18784
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.22523
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.26594
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896261
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.096957
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312771
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545243
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249003
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538305
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852807
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196017
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571935
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985401
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455082
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979504
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55574
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17411
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88146
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73823
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67984
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80751
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33858
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67671
Î(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80692
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 19.12388
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 19.13769
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 19.15439
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 19.17397
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 19.30709
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.30109
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.33252
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.36725
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.40528
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 21.44666
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897667
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098466
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314397
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547168
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250203
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539561
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854218
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197541
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57361
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989122
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460414
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985451
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56222
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18139
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89004
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7481
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69068
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84036
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37866
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68305
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.70576
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.68593
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.66876
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.65427
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 19.33943
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 19.36242
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.80581
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.80141
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.79997
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.80147
(382.70, 13.87, 257.89) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 19.80594
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89909
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099996
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316043
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984356
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251406
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540882
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855648
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199124
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57534
Ô(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993912
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465755
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991413
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56877
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18877
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89865
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75802
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70174
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86487
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41867
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64943
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.65215
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.63372
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.61796
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.60486
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.59439
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.618
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.61069
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.60629
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.60483
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.6063
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.61069
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900531
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101543
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317708
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985492
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25265
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542237
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857119
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200747
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577112
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998743
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471128
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9974
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57548
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19629
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90726
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76796
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.713
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87961
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45862
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57825
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.81348
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.79491
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.77904
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.76584
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.75531
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.29927
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.54942
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.57921
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.61202
Ê(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.64788
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.68681
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901988
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103107
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739374
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986681
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253926
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543616
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858629
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202378
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578899
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00358
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476483
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00341
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58229
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20393
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91592
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77794
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72445
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89388
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41914
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50838
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.98049
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.96178
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.94578
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.93249
(382.70, 13.87, 257.89) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 17.92188
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 18.99352
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.73227
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.76268
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.79614
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.83267
(382.70, 13.87, 257.89) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 19.87232
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903462
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510977
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740487
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987883
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255234
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545019
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860179
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204039
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58125
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008432
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48188
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00943
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5892
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21169
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92461
(382.70, 13.87, 257.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78796
