¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52174
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070315
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276066
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497097
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735187
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992472
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271323
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574516
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.905325
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802331
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226565
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695324
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21581
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7971
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45033
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18963
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82608
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50245
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73578
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96286
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57601
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.479315
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.586606
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.699882
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.819633
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.946402
¢(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.080672
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.223069
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371933
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529277
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696993
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876105
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06778
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27335
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494093
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731951
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988977
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267536
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5704
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900834
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797071
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220801
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688938
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20874
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78919
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44142
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17951
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82364
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50392
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81776
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93029
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49282
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.478774
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.586037
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.699282
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818998
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.945732
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.079879
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.222227
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.37025
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527489
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.695087
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874072
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065607
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270968
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491506
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729165
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985969
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264277
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566855
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.896969
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792584
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215836
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683459
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20264
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78238
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43375
¤(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17084
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82287
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56252
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90271
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90028
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41339
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.478413
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.585657
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.698881
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818576
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.945279
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.079322
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221146
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.368846
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525997
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693499
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872377
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063796
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268949
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489338
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72683
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983445
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261543
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563885
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.893726
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788783
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21168
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678848
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19753
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77666
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42732
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16356
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82374
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6234
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96453
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87277
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33764
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.478233
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.585467
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.698681
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818364
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.944978
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.079004
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.220086
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.367723
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.524802
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.692228
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871021
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062346
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267317
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487585
®(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724941
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981406
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259334
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.561483
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891109
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.252067
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208326
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675144
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19343
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77205
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42214
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15767
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82629
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68665
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94231
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84784
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2655
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.478233
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.585467
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.69868
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818364
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.944903
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078924
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.219292
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.366879
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523906
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691273
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870003
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061229
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266073
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486249
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723503
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979853
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25765
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559654
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.889112
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249881
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205781
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672319
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19028
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76855
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41817
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1532
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83049
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7523
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92234
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82538
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26757
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.478414
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.585658
(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.698881
•(355.04, 9.28, 317.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.818576
