¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.932
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46819
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56032
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87355
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41576
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28162
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35005
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89362
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904636
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41891
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.995045
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67991
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49638
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44623
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53123
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83038
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36382
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21496
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.27345
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79116
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.894152
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.406485
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.98043
‡(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66292
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47729
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4228
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50043
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78324
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30966
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14594
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19487
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68686
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 20.87406
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.53895
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.44085
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.34703
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.48577
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.882992
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393165
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.964953
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64472
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45679
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39793
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46796
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73351
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25335
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.0746
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25351
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59724
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 20.95075
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 20.79414
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 20.72375
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.16962
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.80614
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.69509
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.58856
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.48648
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.5344
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.66205
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.43653
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.22348
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87117
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.378963
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.948628
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62531
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43489
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37164
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43385
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68697
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19495
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00102
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1759
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50127
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 20.8738
¿(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 20.71816
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 20.71508
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.16056
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.62891
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.64565
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.257
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.86172
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.39067
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.858689
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.363881
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931465
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60472
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41161
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34394
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39814
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64217
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13449
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08349
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.62948
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.72089
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.91472
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.11544
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.32331
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.53862
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.76167
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.99278
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 21.25394
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 21.5403
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 21.83779
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.14696
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.34817
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845558
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34794
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913481
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58297
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38698
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31487
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36084
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59552
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07206
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98494
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.64439
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.5217
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.74311
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.9726
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.21054
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.45731
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.71331
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.97897
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 21.25475
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 21.54113
ª(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 21.83864
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.14784
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.30898
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.831783
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.331141
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.894676
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56006
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36101
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28445
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.322
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54708
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12443
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88462
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.66283
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.5246
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.74608
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 19.97565
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.26254
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.57175
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 20.89371
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 21.22914
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 21.57878
(378.86, 14.80, 303.62) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 21.94346
(378.86, 14.80, 303.62) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 23.74979
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.27309
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817378
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.31351
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.875075
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53602
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33373
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2527
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28166
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53652
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04699
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7914
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82131
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.21841
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.1903
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.63471
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 21.10236
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 21.59498
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 22.11454
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 22.66317
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.24329
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.89834
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.24045
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.802342
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2953
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.854686
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51087
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30515
Ğ(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25044
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1883
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48308
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96758
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71257
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70605
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.21477
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.06115
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.27793
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.70152
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 21.1464
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 21.61413
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 22.10639
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 22.62504
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.17216
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.21105
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.786694
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.277776
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.833518
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48463
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12636
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05589
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14211
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42784
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90414
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63208
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58937
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.21441
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.06079
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.28153
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 20.70527
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 21.15033
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 21.61824
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 22.11069
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 22.62956
(378.86, 14.80, 303.62) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.17691
(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.18487
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770435
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.25957
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51653
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2481
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09106
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0153
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09433
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37082
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84243
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54999
(378.86, 14.80, 303.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47118
(378.86, 14.80, 303.62) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 19.5882
(378.86, 14.80, 303.62) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 19.97366
(378.86, 14.80, 303.62) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 20.56321
ï(378.86, 14.80, 303.62) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 24.6532
