¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.102045
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402598
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645649
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908953
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191016
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502253
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845549
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.215528
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638261
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.105618
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.631236
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22375
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89584
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68929
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62498
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74715
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22496
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0561
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40759
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5538
´(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18119
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402911
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645988
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90932
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191584
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502932
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846292
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21668
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639539
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.107262
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.633015
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22573
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8981
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69085
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62624
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74699
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21234
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06144
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38935
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4307
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181388
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403183
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646283
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90964
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192118
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503548
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846969
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21774
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640716
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.108806
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.634665
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22757
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90019
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69214
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62716
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74632
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19917
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06581
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36984
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87453
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47482
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181562
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403417
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646535
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909914
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.19262
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504104
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84758
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218709
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64179
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.11025
Ì(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636189
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22926
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90212
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69316
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62774
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74515
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18937
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06927
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34918
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33337
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12267
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181713
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403611
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646744
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910143
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193089
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504599
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848124
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21959
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642766
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.1116
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.637588
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23081
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90388
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69391
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62799
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74344
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19139
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07053
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26654
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81485
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74949
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20879
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98765
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181839
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403766
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646912
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910324
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193523
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505033
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848598
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.220531
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64364
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112847
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.638855
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23221
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90548
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69439
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6279
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73127
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19267
à(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05234
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0953
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3681
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39082
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83519
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30106
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90232
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181943
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403881
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647037
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910459
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193924
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505405
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849006
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221483
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644411
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.113998
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.639995
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23347
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9069
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69459
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62747
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72902
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1932
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03348
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92801
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17876
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04598
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47622
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92702
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93742
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82248
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182024
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403956
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647117
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910547
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194292
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505714
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849348
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222385
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.645082
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115049
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.641006
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23457
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90817
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69453
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54235
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72801
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19296
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.014
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73193
ä(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99396
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71426
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13109
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56765
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02527
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86573
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7485
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182079
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403992
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647157
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910589
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194625
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505965
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849623
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223246
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.645653
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.116001
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.641889
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23553
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90926
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6942
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54118
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72663
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19198
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99391
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33978
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51949
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3922
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79659
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21996
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66352
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13835
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93019
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73218
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182112
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403987
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647153
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910585
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194927
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506153
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84983
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224057
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.646121
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.116855
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.642643
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23635
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91019
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6936
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53961
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72479
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19024
í(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97323
(407.57, 14.39, 246.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13584
