¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85071
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833557
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037234
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255307
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493203
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748411
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022862
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318775
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619308
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885058
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169182
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473517
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801875
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16372
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5549
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89988
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24225
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60861
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01376
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45246
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88989
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26395
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66244
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56418
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.96788
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.89794
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.75409
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.6338
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.16944
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258918
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458939
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638657
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8297
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034503
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25682
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494788
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750133
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02473
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320756
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609347
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874505
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157868
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461415
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787246
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14297
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53247
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86499
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20508
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5809
Ğ(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98619
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42276
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84506
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21641
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61195
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03406
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 19.04859
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.98776
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.84256
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.72046
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.24889
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262115
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455754
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635252
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827892
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036093
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25856
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49664
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752132
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026811
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323049
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599984
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864485
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147203
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44998
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77501
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12476
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51096
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83137
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18089
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55645
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95995
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39456
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80205
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17083
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5636
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98264
(437.60, 13.85, 283.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43064
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.59738
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.5752
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.55584
(437.60, 13.85, 283.93) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.3318
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568521
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714486
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868189
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030143
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201026
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39325
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615955
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853719
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108061
º(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379232
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462318
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548386
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637485
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72979
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825427
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924537
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027237
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133713
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244123
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358838
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485116
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616288
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752576
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894338
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04178
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27759
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67196
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09953
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56461
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05856
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566222
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712138
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865725
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027518
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198291
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406113
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629693
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868372
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123728
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377258
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460292
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546276
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635345
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727592
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823161
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922231
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024861
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131291
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242826
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364583
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490972
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622305
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758836
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900754
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04837
(437.81, 13.87, 283.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31387
