¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28857
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24618
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85653
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54603
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33103
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27378
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32373
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23674
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05192
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 17.07728
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.6659
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.49316
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.44147
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.50266
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.71148
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 17.07432
(402.45, 14.19, 246.22) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 20.49752
(402.45, 14.19, 246.22) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 21.1356
(402.45, 14.19, 246.22) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 21.09236
(402.45, 14.19, 246.22) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 21.15336
(402.45, 14.19, 246.22) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 21.33719
(402.45, 14.19, 246.22) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 21.82038
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598623
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837986
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096465
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376383
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680495
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011999
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374707
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773225
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212987
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700659
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24451
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85463
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54388
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32858
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26603
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30155
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18774
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04526
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.47151
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.16151
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.03314
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.00518
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.06271
å(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.27616
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.63381
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 17.33148
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.22421
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.22146
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.22188
(402.45, 14.19, 246.22) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 21.57131
(402.45, 14.19, 246.22) (438.43, 9.89, 235.53) (2.32, 1.85, 2.92) Tools 22.07755
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597914
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837226
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095619
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375487
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679509
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010927
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373548
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77192
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211552
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699079
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24273
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85262
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54162
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32598
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.258
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28002
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13936
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.6349
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.98035
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.69632
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.60046
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.59365
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.65803
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.86509
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.21755
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.89416
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.16087
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.22841
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.15659
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 20.93792
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 20.94454
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597187
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836421
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094751
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374545
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678471
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009789
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372319
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770573
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210041
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697395
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24086
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85055
õ(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53923
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32326
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24976
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25902
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09158
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.01419
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.52195
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.28426
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.19281
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.20488
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.27958
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.47633
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.82362
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.4803
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.39658
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.46806
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.39408
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.15639
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 20.66759
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596402
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835579
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093851
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373547
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677408
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008611
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371005
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769152
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208472
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69567
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23891
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84834
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53674
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32038
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24127
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23866
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.42432
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.21082
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.13468
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.08816
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.12364
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.19125
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.34052
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.10821
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.45034
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 16.08814
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.64079
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.71648
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.64025
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.39489
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 20.40087
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595575
ê(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834697
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092879
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372512
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676289
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007391
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369662
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767662
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206836
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693842
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23686
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84603
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53413
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27306
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23249
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.36701
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.08045
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.90708
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.83418
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.80672
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.84019
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.91684
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.05914
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.28234
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.09622
(402.45, 14.19, 246.22) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 15.71609
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.89388
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.97404
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 21.89548
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 20.13769
(402.45, 14.19, 246.22) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 20.23684
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594724
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833754
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091908
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371429
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675117
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006114
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368292
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766139
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205122
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691944
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23473
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84365
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53143
(402.45, 14.19, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20929
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 12.52929
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.97028
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.75716
(402.45, 14.19, 246.22) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.61986
