¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29588
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69078
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02211
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44096
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89204
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37913
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90615
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47684
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09873
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77558
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53472
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95939
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91559
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02898
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26393
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49259
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63328
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261805
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1122
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67937
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98948
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3208
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66108
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67134
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06296
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48485
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93931
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4302
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96197
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53799
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16542
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85192
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60775
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03598
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02206
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13648
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37143
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53743
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65485
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426227
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30937
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7121
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02428
å(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35737
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62182
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7109
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10506
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52951
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98744
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48221
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01834
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60031
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23341
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9264
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68796
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12453
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12223
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24622
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48139
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58447
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7096
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594541
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44991
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74532
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05959
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39463
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58457
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75193
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14937
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57582
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03642
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53515
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07575
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6636
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30271
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00233
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77161
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22384
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22207
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35731
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59386
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69964
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76627
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766953
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48169
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77906
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09552
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43285
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55604
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79365
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19411
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62445
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08753
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58905
î(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13421
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72722
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37333
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07976
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85686
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32515
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32406
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45928
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71591
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82798
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84503
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943398
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51397
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81336
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.132
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47176
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54332
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83606
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23961
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67361
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14086
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64564
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19373
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79202
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44531
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15869
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5025
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42844
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42824
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56347
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83406
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95969
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93498
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12407
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54672
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84815
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16903
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51124
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53199
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87917
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28587
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72338
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19512
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70433
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25664
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85801
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51751
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23915
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5976
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53382
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53461
õ(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6799
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95497
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06302
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0281
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29444
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57998
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88349
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20665
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50607
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54111
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92299
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3329
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77399
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24984
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76406
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32146
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92825
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59116
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32117
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69463
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63878
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64326
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8148
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07872
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15162
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12433
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32626
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61374
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91935
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24485
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47834
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58267
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96751
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38071
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82544
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30538
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82478
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38745
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00014
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66978
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40457
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79352
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73842
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76493
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95263
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20537
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24312
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35856
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.648
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95578
(394.46, 12.59, 327.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28587
