¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04279
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00747
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08751
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17056
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25662
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34583
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43827
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.534
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63323
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73593
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84228
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95238
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.34253
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607759
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712888
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82291
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938161
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058953
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185782
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318939
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55267
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824952
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218582
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687616
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0126
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93245
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73365
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81789
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89492
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97159
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05115
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13366
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21918
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30783
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39969
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49488
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59346
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69553
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80124
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91066
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.27337
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626434
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732327
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843208
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959372
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081169
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208967
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34325
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568488
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842167
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255766
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729877
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11029
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14715
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68652
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77002
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85655
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93766
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01672
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09873
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18375
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27189
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36322
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45785
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55584
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65732
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76244
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87121
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.2057
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.645572
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752328
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864059
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981128
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103886
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232765
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368146
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584497
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870423
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29306
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972831
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21663
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12441
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64135
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72414
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80997
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89891
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98428
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06581
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15035
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23798
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3288
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42289
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52035
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62127
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72579
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83398
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.1421
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665184
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77274
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885394
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003416
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127194
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257149
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393716
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600677
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903553
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330533
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355392
Š(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41751
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10198
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59814
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68026
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7654
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85358
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94498
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03478
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1189
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20607
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2964
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48697
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58737
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69135
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79898
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.0933
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685262
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793705
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907262
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026256
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151115
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282185
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419921
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617023
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936782
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44001
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63972
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49151
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07987
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55684
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63832
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72279
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81034
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90102
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99496
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08943
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17615
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26604
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3592
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45566
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55556
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65906
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76616
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.0478
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705845
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815154
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929661
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049634
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175586
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307802
Œ(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446811
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633592
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970137
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766478
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74609
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47184
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05809
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51742
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59829
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68215
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76904
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85906
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95234
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04889
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1482
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23767
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3304
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4264
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52586
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62885
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7856
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.00557
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726888
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83711
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952585
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073639
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200652
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334052
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474335
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65034
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003526
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120332
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85328
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45251
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03665
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47985
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56018
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64341
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7297
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81911
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9117
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00759
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10693
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20975
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30355
(335.48, 7.41, 349.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39919
