¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79074
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6685
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37253
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16165
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13442
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25762
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.53591
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.2091
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09421
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44818
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.61275
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.62088
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.75043
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.61157
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.48831
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.50178
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.51847
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.5384
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.5616
¸(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.58807
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445035
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749071
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080235
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442282
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817576
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223983
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673165
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16993
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71258
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27899
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91048
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61489
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31265
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09431
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12718
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24922
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48427
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20189
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08541
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.41516
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.55806
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.59364
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.77346
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.62976
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.43324
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.44661
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.4632
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.48303
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.5061
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.53244
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438268
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741723
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072203
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431371
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802424
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196304
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641726
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13508
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67383
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23587
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86229
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56181
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25341
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07943
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1199
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24082
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43489
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19444
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.07632
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.39613
Ğ(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.8156
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.96763
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 22.26999
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.65662
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.38163
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.39491
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.4114
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.43112
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.45408
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.4803
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431377
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734202
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063999
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418402
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78727
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179671
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610286
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10022
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63526
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19303
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81441
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50935
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19485
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07988
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11259
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23237
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38759
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19881
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06695
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.38446
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 23.30103
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 23.47908
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.76129
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.77922
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.80044
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.82495
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.8528
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.88397
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 21.91853
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424296
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726487
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054982
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40529
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772033
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162973
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591926
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06548
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59691
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15041
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76682
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4573
¯(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13695
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07999
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10526
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23532
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34313
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20152
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0573
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.37243
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 23.36235
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 23.38407
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 23.40932
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 23.43813
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 23.47052
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 23.50651
(400.20, 14.60, 307.17) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 23.54614
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417093
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718666
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042871
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392056
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756759
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146263
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573512
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04423
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55878
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1081
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71953
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40416
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09284
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07973
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0979
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24071
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30147
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20327
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06861
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.36004
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409772
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710673
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030632
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378696
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741456
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129509
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555112
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02389
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5427
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06599
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67257
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35143
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09226
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07908
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09055
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24596
•(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26257
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20478
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08082
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.35438
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402268
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700088
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018297
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36522
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726105
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112713
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536641
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0035
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52905
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04922
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62591
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29906
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09138
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07802
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08376
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25106
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22596
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20605
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08745
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.36927
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394618
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688659
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005828
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351592
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710737
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095875
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518133
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989209
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51548
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03423
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60865
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24806
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09014
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07661
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08803
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25603
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1913
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21938
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08871
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.38387
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38608
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677114
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993254
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337869
(400.20, 14.60, 307.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695344
