¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢ (391.05, 14.91, 305.48) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 12.16327
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.140275
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.145683
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.15202
® (391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.15929
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.167499
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.176653
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.186758
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.197824
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.209858
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.22287
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11738
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92605
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85596
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06822
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13348
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00031
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.86988
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.80536
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 19.77907
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 19.75632
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.4291
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.42476
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.68335
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.68514
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.70816
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.408102
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578953
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761853
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958075
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.01824
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.021257
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.025176
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.03
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.035734
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.042382
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.049947
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.058438
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.067859
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.078219
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.089524
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 6.214214
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09472
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88909
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81291
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.31982
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.29323
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.26872
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.24627
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 21.25427
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 19.64102
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 19.61851
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.87002
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.86563
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 20.86437
Ÿ (391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 21.13172
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 21.15361
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.404404
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575023
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757647
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.907572
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.909199
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.911709
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.915105
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.919389
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.924564
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.930633
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.937604
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.945477
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.954262
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.963964
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.974593
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3679
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06951
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85259
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77053
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.17512
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.1489
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.12475
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.10263
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.13569
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 19.50779
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 19.4855
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 21.54814
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 21.64931
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 21.64804
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 21.65001
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 21.65521
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400787
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571151
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753477
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.803631
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.804805
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.806848
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.809758
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.81354
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.818196
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.823729
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.830144
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.837447
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.845639
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.854731
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.864727
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34614
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0446
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81664
´ (391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72872
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.17253
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.20495
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.23951
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.27624
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.31516
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 19.37924
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 19.35716
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 19.41768
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 22.1446
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 22.14335
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 22.14541
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 22.15079
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.397248
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567368
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.704134
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.704038
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.704794
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.706401
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.708863
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.712178
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.716352
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.721385
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.727284
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.734053
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.741694
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.750216
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.834488
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32464
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02007
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78118
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68749
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.35414
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.38771
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.42346
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.46141
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.50161
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 22.56846
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 22.56051
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 22.55593
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 22.17034
(391.05, 14.91, 305.48) (426.17, 13.93, 303.32) (8.74, 12.90, 16.45) Truck 22.17246
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393761
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563627
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.609022
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.608552
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.608918
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.610123
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.612164
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.615048
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.618772
ˆ (391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.623342
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.62876
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.635031
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.642158
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.650147
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.827471
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30341
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99586
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74622
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6586
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.5428
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.57759
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.61459
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.65384
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.69537
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.81229
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.390335
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.519401
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.517759
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.516941
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.516948
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.517777
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.51943
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.521911
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.525217
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.529354
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.534323
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.540128
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.546776
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.554269
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676957
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28249
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97199
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71176
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63645
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.73887
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.77494
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.81328
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.8539
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.89684
(391.05, 14.91, 305.48) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.94214
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.387003
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.539161
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.514529
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.490932
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.468347
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.446757
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.430443
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.432547
(391.05, 14.91, 305.48) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.435463
