¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478151
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205832
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611584
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08757
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.785
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81309
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85576
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.57659
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82719
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50531
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51058
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20806
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30228
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55289
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.71141
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.548
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.60386
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68533
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926674
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192397
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480484
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79168
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130325
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49492
Ñ(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836675
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208489
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614445
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10206
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79362
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84216
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.32928
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.47552
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.62717
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.65344
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.63465
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.6178
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.60287
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.58985
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.50931
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.49181
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.47623
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683242
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927585
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193398
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479519
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789918
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128432
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497288
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839249
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211272
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61752
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11661
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80157
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87003
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.26608
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.48658
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.71708
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62049
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65309
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38444
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.52594
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89946
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.45065
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.29051
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.43261
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682493
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928446
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192462
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477865
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788086
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126456
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496861
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841939
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214209
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620762
¬(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13116
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80879
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89658
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.40157
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.62733
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98164
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68226
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72492
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47502
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.65389
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.32695
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.28718
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.31057
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683239
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927542
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190863
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476179
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786261
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124418
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494625
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844787
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217329
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625875
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1457
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81529
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92185
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00991
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.77266
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03356
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74687
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79849
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57768
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.7819
(403.40, 14.86, 307.04) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.47284
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682425
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926045
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189244
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474407
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784348
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122334
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492334
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847773
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22058
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638938
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16026
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82108
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94581
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04877
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99247
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08571
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8144
­(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88159
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68287
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.91108
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681007
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924509
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187589
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472575
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782367
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120174
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489978
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850889
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223953
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652006
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17487
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82615
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96846
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08774
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03739
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13807
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88483
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96796
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78719
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.04221
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679503
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922949
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185875
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470747
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780325
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 8.007972
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487572
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854147
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227523
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665115
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18942
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83053
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05643
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12685
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08246
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19061
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95827
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0549
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.89179
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17583
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678023
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921305
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184115
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468832
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778251
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.980797
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 8.034189
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 8.0089
™ (403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.984956
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.962342
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.941036
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.878697
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.860062
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.842682
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.826545
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.811639
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03481
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14239
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99883
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31055
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676456
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919635
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182306
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466891
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776114
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.98963
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.993721
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.96855
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.944719
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.922209
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.901002
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.838969
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.820419
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.803119
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.787055
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.772215
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1145
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22894
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10724
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.44647
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674891
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91794
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180482
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464866
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773959
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.998463
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 8.352158
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864707
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239043
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704346
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23318
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.800794
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.782328
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.765103
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.74911
(403.40, 14.86, 307.04) (426.17, 14.03, 303.20) (8.74, 13.12, 16.69) Truck 7.734333
(403.40, 14.86, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19742
