¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64233
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19361
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.551
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63065
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71432
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80197
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89377
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98972
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08996
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059464
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178011
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302266
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432556
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569352
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713116
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864391
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035358
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240009
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45807
ã(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690827
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939829
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080658
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226432
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63893
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050965
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.137822
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02331
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10066
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43956
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14815
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12281
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09101
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04101
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47272
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55179
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6348
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72185
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81297
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90826
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00778
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011888
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128336
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250302
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378222
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51252
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653566
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801902
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961385
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161416
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374437
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601678
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844584
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050843
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195459
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586205
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.041717
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079253
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.941308
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00001
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31312
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98459
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89789
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89285
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89295
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39827
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47677
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55921
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64562
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73613
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83077
é(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92966
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965365
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079788
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199625
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325233
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457067
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595489
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740997
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894122
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084879
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293071
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514997
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752077
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005793
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165571
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534007
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033831
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.064001
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860459
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90095
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18895
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82444
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6782
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5709
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74569
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32758
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40556
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48742
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57324
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66316
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75722
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85546
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937975
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032336
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150108
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273492
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402944
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538805
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681603
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831841
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010407
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213903
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430745
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662195
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909743
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136692
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48238
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.027304
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049963
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.780765
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80346
í(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06703
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66759
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46364
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25915
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58786
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26057
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33801
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41935
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50466
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59403
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69175
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79486
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928735
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987302
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101765
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222974
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350123
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483573
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623726
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771111
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937829
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136865
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348786
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574852
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816435
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075243
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43136
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022128
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.037133
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.702198
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70753
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94729
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51399
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25404
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95711
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43464
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19719
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27802
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36409
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45426
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5485
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6469
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74961
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920049
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97845
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054528
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173687
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298605
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429626
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56725
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711911
ê(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867135
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061853
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269054
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489955
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725857
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978293
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380907
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007931
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025504
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.624757
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61313
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82971
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36355
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04929
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72609
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28596
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91807
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12244
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32385
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41363
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50753
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60558
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7079
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911976
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970165
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030409
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125546
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248287
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377071
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512195
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654224
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803618
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988833
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191522
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407386
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637824
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884263
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330999
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95019
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.015065
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548428
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52025
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71424
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21619
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84917
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52681
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14163
(351.23, 7.11, 356.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58214
