¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961141
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.278031
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.766253
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.302008
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.779619
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29355
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86621
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57946
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25984
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02061
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02598
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67586
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25009
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3057
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.29523
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961001
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169951
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392733
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63323
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893601
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176363
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485639
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842483
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.278085
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.766312
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30606
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.782804
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29709
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87016
ı(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35549
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29811
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01974
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70152
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28241
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34391
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.32056
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960938
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169821
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392591
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63308
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893436
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176183
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485079
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842354
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277943
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.766151
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310076
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786145
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3008
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61125
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43402
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26186
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50804
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01069
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72762
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31459
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3813
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.34604
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960864
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169693
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392454
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632929
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893275
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176007
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484505
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842052
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277604
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765768
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314054
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.789641
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30469
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68377
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51356
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92219
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53878
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99886
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75418
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34685
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.41784
ı(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.37411
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960777
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169567
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392319
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632783
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893116
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175835
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483921
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841573
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277067
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765168
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.315916
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793292
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0154
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75712
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59407
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6973
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56938
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98424
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78118
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.37919
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.46092
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.40336
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96068
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169446
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392186
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632641
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892962
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175668
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483718
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840919
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.276339
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764345
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314985
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44199
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08029
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8313
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3054
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69341
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59977
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96687
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80863
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4116
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51044
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.43318
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960571
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169325
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392057
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632502
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892811
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175504
‹(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483539
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840092
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.275412
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.763306
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.313806
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50376
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14587
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90625
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08113
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72236
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63019
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94676
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83654
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4441
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.56011
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.46355
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960449
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169209
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.391931
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632365
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892662
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175342
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483364
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839089
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274291
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762043
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990383
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56622
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21425
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77376
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96887
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74737
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.663
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92393
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85637
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47666
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.60992
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.48431
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960318
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169094
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.391808
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63223
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892519
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175184
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483191
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837912
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272976
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525906
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04667
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62935
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28562
€(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53969
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99232
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76932
(336.76, 7.52, 346.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.697
