¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(350.39, 8.52, 313.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77426
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.09643
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766403
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004204
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263445
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547069
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858696
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202609
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58402
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009341
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486536
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99617
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440189
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931875
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46794
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03881
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88669
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88563
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12267
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92677
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.67105
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.36201
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.30737
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.15375
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.05861
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.98231
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.91504
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.85028
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.78796
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.72805
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.67046
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.889892
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.073861
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739768
œ(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975193
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231762
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512338
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820464
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160303
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536962
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956749
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42735
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958494
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402926
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89052
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41156
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97603
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75665
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76979
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98787
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77746
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.95477
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.37764
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.34013
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.11859
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.96609
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.87555
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.78811
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.71951
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.65854
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.59992
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.54361
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.869151
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.051437
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713291
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946411
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200315
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477906
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78256
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118412
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490408
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904692
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368824
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892235
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366155
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849802
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35617
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91432
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62938
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61952
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85518
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6115
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 13.25798
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.39515
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.37514
Ÿ(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.15237
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.93924
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.78755
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.70135
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.61813
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.53779
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.47626
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.42115
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.848541
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.02916
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686983
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917804
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169141
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443749
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744985
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07689
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444341
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853224
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310948
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826761
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329951
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804507
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30172
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85376
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50487
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47277
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72463
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44569
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59788
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.41457
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.41241
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.18835
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.97399
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.76876
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.61762
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.53555
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.45634
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.37989
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.30613
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.828059
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.007033
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660888
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889465
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138183
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40985
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707729
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035774
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398684
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802303
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253805
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762122
¤(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294247
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756145
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24821
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79424
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40356
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32946
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.582
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2829
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43326
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.4359
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.44112
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.22654
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.01087
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.80441
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.60664
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.51907
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.43938
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.36246
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.28825
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.807713
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.985058
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634981
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861293
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107498
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376288
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670852
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995023
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353531
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751938
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197293
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698331
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259053
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708583
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19566
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73581
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33823
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18943
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4379
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12305
(350.05, 8.46, 313.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27106
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.45917
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.46187
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.26699
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 12.04993
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.84216
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.64314
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.54679
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.46672
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.38945
(350.05, 8.46, 313.34) (326.43, 1.99, 304.25) (5.85, 2.95, 8.46) Truck 11.31488
