¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726326
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72454
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31871
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.89533
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2511
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452172
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667049
«(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89877
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148715
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418621
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710892
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028407
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374483
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75348
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18199
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656111
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18347
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77346
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46003
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.345
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4348
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7942
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69986
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30543
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.86956
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253333
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455823
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670925
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901948
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150625
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419036
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709578
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02533
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371136
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749415
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175055
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648436
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1749
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76387
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43315
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32534
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41146
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.758
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67432
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29063
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.89191
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255577
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459496
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674875
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906167
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155207
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423988
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714973
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03093
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375211
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751648
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168258
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640865
«(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16648
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7544
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41629
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30551
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38792
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73734
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64793
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27422
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.2326
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2579
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463235
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678905
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910501
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159858
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429009
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720438
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036871
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381678
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756477
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161527
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633432
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15819
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74509
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40578
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28555
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36429
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71604
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6207
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25629
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.56344
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26024
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465772
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683014
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914928
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164619
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434182
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725996
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04293
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388293
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758228
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154926
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62612
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15004
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73592
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3978
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26548
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34051
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67853
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58152
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23421
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.93694
³(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262655
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468355
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687206
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919412
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169454
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439405
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731668
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049089
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394999
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760151
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153627
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618919
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14201
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72695
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39708
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24532
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31661
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63377
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52429
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17212
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31392
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265091
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470989
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691442
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923994
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174383
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444745
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737438
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055374
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401861
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762225
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15591
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611855
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13412
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71809
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39638
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22501
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29257
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6086
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46655
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10888
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70481
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267585
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473653
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694746
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928656
(438.45, 13.93, 282.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17941
