¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355034
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75775
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5586
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47867
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57034
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9356
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15529
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02394
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07425
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03233
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04275
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671646
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33832
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613371
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923223
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260634
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629466
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034132
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480106
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973994
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52381
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14961
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86569
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68218
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62147
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77028
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11169
©(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35938
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37939
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42082
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40015
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35213
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699405
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370159
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653597
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967018
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30843
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681816
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091695
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543781
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04468
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60276
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24613
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97542
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80791
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76701
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97522
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29168
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68903
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73643
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78133
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71272
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67274
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727375
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968512
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694204
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011147
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35666
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734648
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149893
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608102
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11622
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68887
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34416
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08692
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93588
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9411
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18527
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47578
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03225
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07232
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1142
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01563
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0051
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755552
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999062
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735103
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055689
¬(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405329
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788027
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208742
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673217
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18866
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77685
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44359
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20022
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06604
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12192
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40054
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69518
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38977
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42163
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40099
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32938
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34982
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783937
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033882
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776389
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100641
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454454
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841969
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268132
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739035
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26438
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8661
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54454
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31533
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19851
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30691
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62127
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96643
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7407
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6954
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69775
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6545
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73873
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812526
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068967
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81798
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145964
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504055
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896397
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328163
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805571
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34477
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95652
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64697
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43225
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35877
£(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49607
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84051
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37845
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06918
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94839
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0049
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99144
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842078
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104314
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859891
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191689
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554067
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951374
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388844
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872862
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42622
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04818
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75089
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55109
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52257
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68955
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05235
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40493
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30413
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25825
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32297
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37193
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874953
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.139919
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427279
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237779
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604513
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006857
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450151
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945586
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50866
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14108
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85637
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67207
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68971
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88751
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30077
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70593
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54622
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57893
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66312
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81669
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908051
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175781
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466258
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28425
¥(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655432
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062912
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512054
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02011
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59214
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23528
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96336
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81771
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8603
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09002
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55644
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93386
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7957
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91099
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03896
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36885
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941369
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211895
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505529
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33112
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706805
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119397
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575594
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09541
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67665
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33067
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07199
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96617
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03453
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30308
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81949
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16853
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08247
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23251
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42968
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92955
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974904
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248262
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545091
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378368
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758611
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1765
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643863
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17164
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7622
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42735
(382.66, 13.44, 309.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18209
