¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22421
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28013
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78985
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54235
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23062
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98133
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89449
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06805
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61931
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535334
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750255
ê(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980866
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228911
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509346
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806755
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089811
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397526
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746176
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.095078
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486147
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.886811
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.319
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80554
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2782
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78201
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54513
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23492
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98613
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89537
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04045
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54568
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526117
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740377
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97026
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217492
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497232
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798507
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.080923
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386756
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738627
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.08689
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47645
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.881073
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31089
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80194
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27694
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7748
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54857
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23805
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99176
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89712
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01344
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50474
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516973
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730581
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959741
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206169
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485136
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790443
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072233
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.376474
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731333
ê(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.078979
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.466984
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.875727
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30308
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79883
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27637
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7682
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55267
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24157
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99821
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89973
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98702
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46474
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507903
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720865
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949309
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194941
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473054
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78256
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.063742
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367299
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724291
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.071342
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.457748
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.870768
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29556
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79617
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27649
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76222
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55743
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24575
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00547
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9032
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97119
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42568
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498907
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711229
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938963
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183807
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460989
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774175
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055446
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358336
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.7175
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.063977
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.448742
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.8662
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28833
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79399
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27728
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75686
î(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56284
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2506
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01355
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90753
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96923
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38755
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489988
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701678
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92871
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.172774
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448947
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761052
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047349
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349589
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709881
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056888
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439968
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.862023
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28139
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79227
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27876
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75211
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54308
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25612
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02246
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91272
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96826
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35035
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481147
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692208
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918548
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161839
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436925
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747954
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.039449
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341058
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698724
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050074
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.431428
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.858233
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27664
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79102
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28093
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74797
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51007
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26232
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03218
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91877
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96829
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31407
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47238
ñ(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682822
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908473
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151001
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424925
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734882
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031745
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332737
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.687691
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043528
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.423113
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.854829
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27293
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78726
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28378
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74821
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47695
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26919
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04274
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92568
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96929
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27872
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463695
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673522
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898493
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140265
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412951
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721843
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.024242
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324634
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676786
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.037262
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.415034
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851817
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26966
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78055
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28731
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75205
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44372
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27673
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05412
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93346
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97129
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24427
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455086
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664305
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888604
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129629
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401004
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708831
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016933
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.316742
ò(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666008
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.031263
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407182
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843443
(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26679
