¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.812717
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.420693
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67622
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26638
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23907
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.01847
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.00192
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.98823
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.9774
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.9694
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.96424
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.96191
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.96242
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.96575
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.97192
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119719
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572609
– (416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.264951
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.048312
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.935639
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.8437
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.790855
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.739934
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.723726
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.712764
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.709597
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.73534
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.762547
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.813791
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.885675
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.98074
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.126788
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.411612
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64138
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94765
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8784
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.46642
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.45024
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.43686
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.42623
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.41837
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.41326
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.4109
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.41129
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.41442
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.42031
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105201
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556548
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.299664
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.071429
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.95827
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.861373
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.808378
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.757314
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.738029
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.727075
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.721236
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.747081
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.774392
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.822692
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.894742
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.985166
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.13137
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.403331
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60842
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85143
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53442
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.94811
 (416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.9323
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.91919
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.90878
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.90104
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.89598
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.8936
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.89389
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.89685
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.90248
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090267
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540043
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.336802
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.09829
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.982629
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.880517
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.82736
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.77614
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.753642
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.742696
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.73408
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.760036
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.787462
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.83272
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.904959
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.990619
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.137012
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.395846
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57742
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81932
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20613
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.46063
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.44517
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.43233
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.42212
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.41451
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.4095
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.4071
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.4073
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.41009
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.41549
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074869
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523022
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.387917
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.136051
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.008738
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.901148
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.847818
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.79643
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.770575
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.759639
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.750033
 (416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.774213
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.801764
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.843885
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.916333
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.997099
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.143719
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.389155
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.457
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73911
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03476
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.0014
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.98627
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.97369
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.96367
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.95618
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.95123
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.94882
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.94893
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.95158
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.95675
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059082
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505529
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.502951
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.176215
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.036624
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.92594
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.869769
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.818199
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.788841
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.777916
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.768324
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.789622
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.817311
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.856194
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.928873
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.004612
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.151493
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.38326
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33747
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6147
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00966
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.8467
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.85213
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.92832
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.93884
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.9519
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.96752
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.9857
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.00647
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.02983
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.0558
 (416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042847
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487592
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.625881
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.218834
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.066313
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.955012
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.893229
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.841465
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.808455
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.79754
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.787962
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.806273
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.834111
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.869652
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.942583
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.018083
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.16034
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.37815
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22157
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5548
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05411
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.96339
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.0207
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.02887
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.03959
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.05287
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.06872
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.08715
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.10818
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.13182
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.15809
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026847
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469225
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959484
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.263964
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.097834
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.985878
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.918219
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.866248
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.829428
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.818526
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.808963
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.82418
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.852177
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.884268
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.957476
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.033258
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.170261
(416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.373832
