¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12312
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846979
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16764
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516957
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925513
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538749
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37947
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05847
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69225
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40502
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21246
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1791
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3885
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60096
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03804
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76989
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.244
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585316
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875945
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199171
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551411
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96174
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592961
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53886
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12561
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76755
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49009
°(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3093
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2631
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52401
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76004
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22922
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00198
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56642
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605497
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905051
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230838
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585998
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997624
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719212
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61219
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19324
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84349
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57596
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40714
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34125
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6611
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92231
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42327
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24124
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89642
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631997
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934206
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.085123
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.066367
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0378
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855021
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6732
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26137
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92003
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66257
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51572
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42255
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80037
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08712
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62067
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.48243
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23419
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.142618
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.121705
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.06016
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.041458
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.023767
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.007071
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.991362
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.976623
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9972
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74995
ç(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6275
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50699
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94158
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25429
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82482
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.72845
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57695
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.118456
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.097601
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.036277
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.017627
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.999982
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.983332
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.967662
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.952961
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.103363
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83806
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74046
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59462
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08474
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42442
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03187
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.98253
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87622
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712906
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.033076
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.013455
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.994853
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.977255
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.960648
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.945017
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.939305
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15331
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92834
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85457
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68553
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22984
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59953
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23968
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23957
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18149
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739965
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.011246
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.991676
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.973121
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.955567
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.939
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.923407
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.96878
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23223
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02716
Ş(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96979
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77979
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37782
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7774
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.45364
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.49975
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49287
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767085
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.990443
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.970921
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.952412
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.9349
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.918371
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.902813
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.99838
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31244
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12687
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08613
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87775
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52908
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95649
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68138
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.76516
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83834
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794198
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.97065
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.951175
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.932708
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.915236
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.898745
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.88322
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.028099
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40066
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22759
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20358
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97944
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68239
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13824
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90179
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03589
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820823
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.951852
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.932421
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.913995
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.896561
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.880105
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.864613
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 6.057932
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48967
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32918
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32215
Ò(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0848
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83779
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33166
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.12399
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31206
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845136
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.934035
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.914645
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.896257
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.87886
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.862437
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.846976
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83042
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57936
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43169
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44179
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19394
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99445
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52822
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35005
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93357
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869468
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.917183
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.897832
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.879483
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.862119
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.845728
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.830296
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9101
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66975
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53512
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5625
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30697
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16019
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71915
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.58
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22004
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.921611
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.901284
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.881971
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.863657
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.846325
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.829964
(415.01, 13.11, 330.35) (426.17, 11.69, 305.10) (8.74, 8.42, 12.90) Truck 5.821694
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99028
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76087
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63947
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68433
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42457
(415.01, 13.11, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32827
