¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75164
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991788
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337852
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716559
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137438
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614446
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14553
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74042
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41131
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17343
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9307
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77281
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60329
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27426
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94252
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59845
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28331
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00705
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.66087
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.63238
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.60719
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.57412
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.55547
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.54008
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.52791
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401717
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695434
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014621
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362803
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743958
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176266
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657558
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19375
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79464
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47268
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24353
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98656
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94372
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75768
Å(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42365
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10474
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76847
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45671
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15845
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79327
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76461
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73927
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.706
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.68725
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.67176
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.65953
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420995
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716371
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037453
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387757
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777094
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21516
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700809
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24207
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84906
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53433
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31401
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07318
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20715
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91599
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.576
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27127
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94231
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60016
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31402
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93058
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90175
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.87626
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.84278
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.82392
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.80834
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440253
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737298
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060244
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412628
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812225
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254107
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744134
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29053
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90363
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59621
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36836
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16355
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42525
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07844
Å(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73219
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4422
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0785
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74742
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47381
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.07296
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.04395
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.0183
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.98461
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.96563
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.94996
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93758
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459462
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758126
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082988
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443815
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847487
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293099
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787474
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3391
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95837
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65832
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4411
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25488
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57728
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23001
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89244
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57145
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21818
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89863
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63792
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22053
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.19133
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.16551
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.13161
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.11251
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09674
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.08428
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478638
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778943
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10571
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475826
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882713
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332161
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830995
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38785
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01322
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72065
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52213
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34713
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73314
Ä(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38058
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02705
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70877
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36152
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05383
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80657
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37345
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.34406
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31807
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28394
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.26471
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.24884
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497735
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799716
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134865
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507797
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918002
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371174
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874519
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4366
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06825
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78535
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60394
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44034
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89293
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53071
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13273
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8493
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50861
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2132
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97988
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53187
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.50229
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47612
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44176
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4224
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.40642
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75855
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516794
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82093
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16396
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539768
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953294
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410318
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918073
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48544
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12337
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85604
(379.55, 14.57, 305.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68646
