¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083622
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.91735
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.91023
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90564
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90357
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017752
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213491
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423433
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649066
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892169
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15488
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439528
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749004
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086551
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456199
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86264
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311567
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718911
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11321
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54252
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01161
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60056
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2696
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81041
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.36649
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.30138
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.36949
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.84117
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96224
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.94495
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.93021
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.91803
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90839
Ÿ(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90127
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89669
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89463
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019398
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21524
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425318
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651104
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894351
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157231
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442091
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751749
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089594
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459547
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86631
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315638
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730755
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1533
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58615
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05932
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69494
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22256
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75903
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19584
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.32279
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.39112
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.85638
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.95579
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.9385
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.92377
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.9116
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90196
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89485
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89027
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88821
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021058
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217052
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427258
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65316
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896604
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159648
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444712
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754621
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092729
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462979
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870089
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31985
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728994
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16378
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63073
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10806
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68893
°(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17673
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70907
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85743
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.34629
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.41488
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.87208
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.95187
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.93459
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.91987
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.9077
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89806
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89095
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88637
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88432
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022807
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218907
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429224
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655311
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898918
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162174
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44742
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757586
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09595
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466518
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873977
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324153
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727599
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16228
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63926
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1579
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64792
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13222
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66044
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52112
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.37191
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.44078
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.88829
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.95049
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.93321
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.91849
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90632
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89668
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88958
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.885
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88294
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024581
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220829
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431302
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657518
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901275
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164718
§(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450247
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76063
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099267
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47015
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878008
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328607
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72662
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16119
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63808
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16517
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61346
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0889
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61322
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18711
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.39967
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.46884
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.90499
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.95167
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.93439
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.91967
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90749
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89786
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89075
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88618
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88412
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026417
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222802
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433387
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659766
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903731
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167367
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453101
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763754
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102692
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473877
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882136
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328465
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725983
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16051
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63735
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17749
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61368
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06637
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56728
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13689
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.42958
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.49907
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.9222
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.95535
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.93807
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.92335
©(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.91117
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90153
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89442
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88984
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88778
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028317
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224813
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435536
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66211
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906265
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170105
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456054
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766966
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106204
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477757
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886387
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328274
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725813
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16031
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63711
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19029
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61473
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06756
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55906
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09434
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.46167
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.53151
(329.82, 7.46, 368.40) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.93992
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96158
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.94429
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.92956
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.91737
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90773
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90062
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89603
(329.82, 7.46, 368.40) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.89397
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030225
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226886
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437787
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664502
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908844
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172899
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459082
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770254
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109801
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481706
(329.82, 7.46, 368.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890743
