¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199057
(415.56, 14.45, 246.29) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.6848
(415.56, 14.45, 246.29) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.56271
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.355562
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515406
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685948
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868258
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063603
È(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273362
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499151
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737251
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992782
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271936
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586637
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931095
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309594
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714995
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190783
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700285
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2712
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84517
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42514
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1214
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90184
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71877
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66067
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12571
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.08792
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.06586
(415.56, 14.45, 246.29) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 18.10376
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03297
(415.56, 14.45, 246.29) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.0023
(415.56, 14.45, 246.29) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.86541
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354373
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.514135
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684577
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866812
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062044
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271686
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497378
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734613
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989923
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266919
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581176
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925108
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303039
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704286
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173895
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696163
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26657
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83257
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41113
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09449
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86821
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68069
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62146
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01512
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.15383
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.13164
Ì(415.56, 14.45, 246.29) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 18.77232
(415.56, 14.45, 246.29) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.05349
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52445
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.91793
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.9027
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.35329
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512946
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683312
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865487
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060605
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27016
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495704
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732144
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987307
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263663
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575926
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919351
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296677
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695377
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156884
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685505
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26235
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82064
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39787
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0684
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83568
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64385
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5834
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9318
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.22272
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.20038
(415.56, 14.45, 246.29) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 19.49518
(415.56, 14.45, 246.29) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.76196
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 18.02888
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 18.01395
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 18.13891
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.35228
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511908
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682208
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864269
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059339
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268756
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493814
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729883
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984839
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260995
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570852
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913798
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290571
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686831
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140264
Õ(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666822
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25851
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80937
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38534
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04306
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80419
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60829
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54653
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88774
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.29466
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.27216
(415.56, 14.45, 246.29) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.2791
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.47183
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.45689
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.44444
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.19504
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.35138
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510946
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681196
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863174
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058159
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267513
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491864
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727817
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982598
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258545
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565994
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908472
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284715
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678627
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123901
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648504
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23878
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79878
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37358
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01854
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77382
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57393
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51076
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84505
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.3697
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.34704
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.32132
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.29339
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.26798
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 17.55039
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 18.1728
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.350601
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510086
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680285
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862208
È(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057125
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266385
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490134
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725888
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980518
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256328
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561336
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903369
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279115
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67074
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107885
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63059
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21851
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77092
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36261
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00264
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74455
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54082
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47616
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80376
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.50243
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.42508
(415.56, 14.45, 246.29) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 16.85116
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.32535
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.29984
(415.56, 14.45, 246.29) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 16.48529
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349887
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50937
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679482
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861371
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056215
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265427
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488539
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724179
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978671
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254313
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556884
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898495
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273746
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663215
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092189
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612989
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19867
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73493
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33837
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99118
(415.56, 14.45, 246.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71627
