¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.33776
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.67288
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.65601
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.64239
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.63201
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.61351
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.6096
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.60892
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261301
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62247
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003195
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415237
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87105
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39042
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.71749
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.85382
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43806
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21041
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92632
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57604
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35133
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09816
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78112
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.89849
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.70771
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.69586
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.85381
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.86236
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.83883
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.81859
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.80164
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.78798
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.77757
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75899
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75509
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75445
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75705
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286675
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650151
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030798
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445606
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903379
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42639
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.7271
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.86371
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 11.0055
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25465
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97564
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71601
×(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50814
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2192
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91196
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7084
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.71266
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.70629
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.04056
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.01356
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.9899
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.96957
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.95255
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93883
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.92839
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90972
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90585
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90524
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.9079
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311867
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677332
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058355
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475831
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935541
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47184
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.73779
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.87471
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 11.01683
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2991
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02755
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85985
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65885
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34283
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04951
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8883
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.26182
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22787
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.19734
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.17019
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.1464
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.12597
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.10888
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09511
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.08464
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.06588
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.06202
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.06145
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.06418
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33695
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702388
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085805
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505949
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968517
‚ (378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51832
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.74956
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.88682
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.52997
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.51352
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.49899
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.48634
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.47558
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.4667
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.45969
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.92774
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.7283
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.73133
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.88298
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.45257
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.45672
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28797
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27079
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.25696
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.24647
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22761
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22377
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22325
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361861
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727383
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11314
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536042
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00716
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56472
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.7624
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 11.22242
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.87476
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.85809
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.84324
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.83018
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.81891
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.80943
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.80172
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.94077
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.73899
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.74596
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.89598
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.78966
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.01958
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.45571
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43845
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.42457
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.41405
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3951
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39128
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39079
ı(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39366
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386688
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752289
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140359
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566025
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04963
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61101
(378.62, 15.12, 300.97) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.96206
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.86623
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.83398
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.80367
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.77527
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.74875
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.7241
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.70129
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.68031
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.66114
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.64377
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.62819
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.61438
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.60233
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.06645
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.6294
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61206
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59812
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.58756
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56852
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56472
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56429
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56722
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411335
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777001
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167489
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598305
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09212
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65713
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29682
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.9017
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.86937
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.83899
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.81052
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.78393
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.75922
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.73637
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.71534
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.69613
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.67873
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.66312
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.64928
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 11.63721
(378.62, 15.12, 300.97) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.11243
