¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.06862
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.56037
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.37596
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.1644
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.60629
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.51413
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.61226
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.98296
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.21334
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324483
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542415
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.429605
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.306565
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.213593
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.190628
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.168749
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.147939
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.128181
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.147343
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.184373
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.222786
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.26262
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.335348
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.493012
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.889758
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.02295
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.39062
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.69719
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.53914
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.73304
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.68901
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.67535
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.74998
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.1292
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.53794
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.71053
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933717
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542751
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.488418
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.363368
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.25493
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.23181
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.209786
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.188838
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.168947
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.181629
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.219175
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.258121
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.298503
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.361285
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.520321
ß(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.688538
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.15596
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.49906
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.85354
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.99436
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.80235
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.34633
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.33168
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.31875
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.7006
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.15363
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.25131
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933672
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543714
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.549685
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.422527
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.301134
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.274491
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.252316
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.231223
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.211195
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.217077
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.25516
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.294661
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.335614
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.388006
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.548462
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.718214
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.31493
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.61069
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.01537
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.15977
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.11191
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.09175
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.07595
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.06198
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.33547
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.84051
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.84158
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933636
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544676
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.613503
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.48413
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.360651
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.318708
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.296375
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.275134
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.254965
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.253711
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.292356
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.332432
Ô(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.373979
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.417039
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.577446
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.74879
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.48026
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.72561
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.15012
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.33105
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.57225
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.46823
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.9269
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.91172
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.04488
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.6115
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.48836
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933608
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137949
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.679984
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.548281
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.422612
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.364508
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.342014
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.320619
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.300305
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.291565
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.330792
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.371468
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.413633
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.457332
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.607289
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.780279
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.65232
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.84393
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.27827
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.50847
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.71134
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.21174
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.90912
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.89251
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.878
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.48291
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.20002
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933588
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137928
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785547
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.615085
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.487115
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.411942
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.389279
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.367725
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.34726
Ï(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.330667
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.370501
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.411801
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.45461
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.498972
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.638008
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.812699
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.83147
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.97098
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.41037
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.6923
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.85461
(331.29, 7.41, 369.21) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 18.57139
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.71179
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.03695
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.0209
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.47559
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.28354
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933573
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137913
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786562
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.684659
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.554271
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.46106
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.438225
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.416505
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.395882
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.376341
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.411515
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.453465
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.496946
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.541999
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.669618
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.846071
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.01813
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.16287
(331.29, 7.41, 369.21) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.54657
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.88284
(331.29, 7.41, 369.21) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.04922
(331.29, 7.41, 369.21) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 18.36836
(331.29, 7.41, 369.21) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 18.74449
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.38958
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.37163
(331.29, 7.41, 369.21) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.61657
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933569
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137909
(331.29, 7.41, 369.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357806
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.757121
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.624192
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.511915
(331.29, 7.41, 369.21) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.4889
