¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331527
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567515
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827172
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109311
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416931
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753584
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124298
ë(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535812
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.995379
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.508752
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0816
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7112
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42733
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25861
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23776
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39293
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7896
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48936
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49689
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.09307
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908147
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111947
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330543
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567517
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827175
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109315
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416934
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753588
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124264
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536008
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.995599
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.508993
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08217
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71194
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42817
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25921
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23767
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39264
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78926
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48894
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49717
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.09239
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907851
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111662
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330236
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567516
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827172
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109312
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416931
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753585
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124219
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53618
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99579
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.50921
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08275
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71269
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42903
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25977
û(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23755
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3923
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78884
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48842
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49756
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64728
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90756
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111388
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32994
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567512
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827168
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109307
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416926
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753579
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124162
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536331
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.995956
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509398
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08336
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71347
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42992
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25971
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23742
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39188
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78834
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48781
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78592
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6462
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907278
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111125
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329656
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567505
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827161
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.1093
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416916
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753569
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124098
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536461
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.9961
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509561
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08399
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71426
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43082
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25957
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23726
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39141
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88924
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68706
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78498
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64499
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11087
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329383
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567494
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827149
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109287
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416903
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753555
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124019
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53657
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996222
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509694
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08464
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71508
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43175
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25942
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23708
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39491
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88856
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68522
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78392
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64363
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906729
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110627
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329122
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567479
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827134
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109272
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416886
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753536
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123933
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536655
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996318
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509802
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08531
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71591
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43271
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25925
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14539
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39424
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88778
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6835
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78276
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64212
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906462
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110393
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328869
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567463
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827116
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109251
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416864
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753511
œ(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123834
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536718
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99639
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509881
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.086
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71677
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43368
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08521
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14476
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39353
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88693
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68189
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78145
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64039
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9062
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110169
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328627
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567443
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827095
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109226
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416838
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753482
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123724
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536762
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996437
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509935
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08672
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71764
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19698
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08464
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14411
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39277
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88602
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6804
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78002
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63858
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905946
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109921
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328398
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56742
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82707
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109199
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416808
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753449
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123602
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536783
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996461
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509961
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08723
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44364
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19636
Ç(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08405
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14341
(329.30, 7.37, 375.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39193
