¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13905
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.20731
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.20154
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.19775
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.19593
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490108
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.671474
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868264
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079259
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302253
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.548136
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81728
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10136
ó(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413827
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754936
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.128349
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540895
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.011019
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524028
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11059
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76987
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51638
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20179
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24789
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.33924
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.31737
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.29756
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.27978
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.26403
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.25029
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.23855
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.22881
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.22105
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.21528
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.21148
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.20965
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48978
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670605
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.86733
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078627
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301569
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546545
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81599
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100118
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412107
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753304
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126514
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53889
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.006581
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52073
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.106
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7637
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50825
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19116
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23554
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.35517
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.33327
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.31343
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.29563
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.27985
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.26609
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.25434
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.24458
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.23681
Ì(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.23102
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.22721
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.22538
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489494
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.669769
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866431
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078049
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300947
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544999
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814306
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098955
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41046
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751767
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124783
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536999
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.002217
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517581
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10157
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75772
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50036
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18086
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2235
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.37314
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.35121
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.33133
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.3135
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.2977
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.28391
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.27214
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.26236
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.25458
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.24877
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.24496
(331.33, 7.54, 367.96) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.24311
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489252
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668962
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865565
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077232
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300383
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543489
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812665
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097871
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408889
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750326
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123155
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535224
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.997922
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514579
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09733
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75195
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4927
†(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17086
(331.33, 7.54, 367.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21184
