¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.18721
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.53673
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.53895
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.61077
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.17654
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.69288
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.25652
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.25525
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.2558
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.25818
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901111
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098059
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3096
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537299
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783149
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049298
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338305
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655882
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027804
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439014
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876087
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360888
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903283
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51406
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20691
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99466
Ã (395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8521
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.76861
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.75649
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.74614
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.73756
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.73074
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.72568
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.72237
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.7893
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.17504
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.70491
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.32848
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.3272
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.32776
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.33016
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888907
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084945
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295493
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522131
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766738
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031494
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318977
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632467
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001968
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409399
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841934
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3228
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860569
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46581
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15198
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92864
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7762
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.96574
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.95354
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.94315
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.93455
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.91399
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.92272
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.91948
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.97517
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.30376
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.73607
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.40316
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.40187
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.40244
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.40486
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876765
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071907
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281501
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507056
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750448
¤ (395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013841
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299753
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611178
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976325
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378884
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808078
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285069
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818222
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.418
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09761
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86349
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70135
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.23153
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.15915
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.85872
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.83373
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.81062
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.10319
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.08323
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.06514
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.51635
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.76928
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.48061
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.47933
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.4799
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.48234
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864676
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059011
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26759
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492083
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734273
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996311
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28072
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590411
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950822
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348595
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774507
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247678
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776341
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37073
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04387
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79925
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62755
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.1278
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.09859
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.7583
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.73361
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.71076
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.05645
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.05345
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.05225
 (395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.73834
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.87132
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.56093
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.55964
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.56022
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.56268
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852719
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046162
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253807
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477219
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718237
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97892
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261837
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569838
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925435
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318554
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741233
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210644
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734856
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32396
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9907
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73587
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55484
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.31775
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.30562
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.66131
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.63689
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.6143
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.27558
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.27267
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.27159
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.97033
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 13.02065
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.64419
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.64289
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.64348
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.64596
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840832
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033409
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240118
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462483
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702327
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961691
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243101
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549415
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900228
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288773
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708271
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173924
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693743
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27763
Å (395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94193
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6733
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48316
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.54688
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.53467
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.56763
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.54348
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.52114
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.50471
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.5019
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.50096
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 13.05129
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 13.29451
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.73047
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.72917
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.72977
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.73227
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829038
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020774
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226521
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447865
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686532
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944593
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224548
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529163
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875165
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259238
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675607
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137583
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653073
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23518
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89598
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6116
(395.00, 14.69, 305.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4125
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 13.11079
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.77435
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.47716
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.45326
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 11.43116
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.74447
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.74178
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.74098
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.93087
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 13.55721
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.81986
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.81856
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.81917
(395.00, 14.69, 305.56) (426.17, 13.75, 303.51) (8.74, 12.56, 16.07) Truck 12.82169
