¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683801
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56789
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24781
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98483
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92224
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61148
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26453
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21398
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78242
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23812
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.50119
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48226
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46611
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42521
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41464
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.43433
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42925
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39943
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606585
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802291
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441913
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683099
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94412
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227505
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536114
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873528
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243855
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652083
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104289
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607873
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17207
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80833
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52525
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3182
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07602
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94578
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53722
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18341
º(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19201
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52325
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.97507
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.02051
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06903
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.12065
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.17542
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.23339
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.78211
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.42693
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597165
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792158
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430995
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671313
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931332
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213594
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520957
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856929
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225614
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631923
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081881
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582877
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14394
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77654
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48222
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26901
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16897
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87928
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46487
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1044
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16582
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30506
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.15093
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.20333
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25903
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.31808
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.38052
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44641
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.2622
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.66532
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587776
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78206
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991267
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65954
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918627
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199754
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505866
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840394
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207411
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611835
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059623
Ç(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558002
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11602
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74493
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43964
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22028
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11734
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81932
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39442
(413.90, 14.44, 246.24) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 14.99425
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1356
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1095
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 21.03539
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 21.01098
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 20.98975
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 20.97169
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 20.95679
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.8262
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90553
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.07587
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.578419
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771997
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980418
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647862
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905914
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18598
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490856
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823945
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189349
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591901
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037481
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533293
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08828
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71354
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39744
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17204
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06171
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77807
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34155
(413.90, 14.44, 246.24) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 14.86787
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1013
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91888
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 20.99511
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 20.97075
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 20.94957
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 20.93156
(413.90, 14.44, 246.24) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 20.9167
(413.90, 14.44, 246.24) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 14.75039
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.50102
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69698
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.569096
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761974
Ã(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969613
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193736
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893334
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172273
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475909
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807605
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171373
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572063
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015446
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508748
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06071
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68019
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35567
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12429
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01096
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73818
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29824
(413.90, 14.44, 246.24) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 14.74541
(413.90, 14.44, 246.24) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 14.98678
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73314
(413.90, 14.44, 246.24) (378.03, 7.54, 246.19) (1.36, 1.29, 1.33) Tools 19.49638
(413.90, 14.44, 246.24) (378.03, 7.54, 246.19) (1.36, 1.29, 1.33) Tools 19.47377
(413.90, 14.44, 246.24) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 17.89712
(413.90, 14.44, 246.24) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 14.7059
(413.90, 14.44, 246.24) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 14.72009
(413.90, 14.44, 246.24) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 14.6216
(413.90, 14.44, 246.24) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 17.85727
(413.90, 14.44, 246.24) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 17.85399
(413.90, 14.44, 246.24) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 17.85338
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559807
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751987
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95885
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182104
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880797
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158627
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461041
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791371
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153535
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552337
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99357
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484324
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03332
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64368
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31431
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07708
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96437
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69958
(413.90, 14.44, 246.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25636
(413.90, 14.44, 246.24) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 14.62677
