¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79709
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06347
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73265
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44463
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22921
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15599
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23508
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91049
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.24282
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.21323
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.18658
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.16286
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.14206
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.12415
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.10912
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.09697
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.08767
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.08124
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.07765
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855925
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056077
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695267
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9431
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211124
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499295
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80523
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138467
„(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502762
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902612
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343343
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850048
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41893
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05928
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73404
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44619
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24067
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16701
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25877
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98351
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.6983
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.67482
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.65419
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.63638
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.62138
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60918
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59977
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59314
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58929
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58822
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58992
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854743
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054808
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69378
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941529
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209428
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498348
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804209
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137349
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501533
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901236
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341813
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846761
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41524
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05512
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73565
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44802
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25251
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18182
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28289
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05704
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66939
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34039
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52122
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853576
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053554
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268648
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939981
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207738
ï(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497426
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803213
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136269
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500348
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899927
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340382
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843531
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4116
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.051
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73755
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45018
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25705
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20298
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3075
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13095
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67021
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46708
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56519
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852421
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052314
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267313
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938407
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206082
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494317
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802287
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135263
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499256
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898706
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339045
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840319
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40801
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04693
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73969
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45261
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25981
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22451
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3326
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20533
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55776
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59618
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68555
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851282
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05109
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265995
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495321
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203158
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489906
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801412
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134293
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498188
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897579
â(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337766
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837161
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40445
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04292
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74216
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45537
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26294
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24646
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35812
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24846
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45103
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7279
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80956
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91474
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850158
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049883
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2642
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493199
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199119
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485531
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796917
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133414
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497211
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89649
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33659
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834029
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40098
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.039
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74487
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4584
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26637
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24733
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38414
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25292
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34547
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8622
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93734
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849049
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048691
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26226
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491107
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738358
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481204
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792187
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131405
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496287
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895486
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33547
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830963
