¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88318
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623547
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96548
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340809
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753549
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095416
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53277
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1288
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29603
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06529
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85963
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26129
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28648
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44258
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.74957
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00709
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277492
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584009
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922114
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293097
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701861
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041136
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429377
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01178
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28836
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06155
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86938
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25953
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28262
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43039
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.73483
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99018
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254323
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544644
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879032
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24568
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64951
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987551
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349396
Õ(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896895
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28082
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06011
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.88181
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25791
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28081
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42835
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.72459
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97361
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2308
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505517
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836176
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198551
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597451
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934702
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291999
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784206
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27853
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05878
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.89694
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25643
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27915
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42649
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.72071
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.18912
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207437
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466561
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793531
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151704
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545752
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882542
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235402
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673567
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27739
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05756
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91478
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25509
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27603
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.41782
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70683
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.17327
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184276
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429033
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751134
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105186
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494431
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831088
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179569
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565008
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27018
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05642
Ô(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9178
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24767
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26512
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.40578
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.69319
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.15769
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161244
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404323
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709003
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058928
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443456
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780317
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124554
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498326
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25853
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0554
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91667
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23706
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.25327
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39263
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.67877
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.14208
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138423
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379822
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66714
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013013
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392847
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730247
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070295
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439355
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24675
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05445
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91565
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22663
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24161
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.37952
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.66426
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.12685
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115738
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355466
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625537
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967387
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342619
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680833
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016768
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381213
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810081
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05366
(371.34, 9.76, 324.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91472
