¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.06658
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.52576
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.51301
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.50289
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.49539
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.49051
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.48824
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759381
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953023
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161892
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386937
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630072
¤(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345664
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642965
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966574
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320092
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707802
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134847
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607452
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13321
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72156
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38422
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13612
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9803
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87674
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90853
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0541
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29403
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.76021
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.73658
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.71564
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.6974
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.68184
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.66893
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.65868
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.65107
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.6461
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.64377
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761746
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955717
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164674
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389938
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073582
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347764
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645245
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969052
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322806
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710794
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138142
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611096
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13726
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72612
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38938
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14197
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96816
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86202
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89151
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02674
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26085
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.92267
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.89878
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.87761
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.85916
œ(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.8434
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.83034
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.81995
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.81222
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.80717
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.80477
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764134
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958614
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167483
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392969
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075549
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349912
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647553
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971611
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325569
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713853
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141519
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614851
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14148
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73079
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39467
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14801
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97754
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85457
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.875
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99905
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22866
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.09087
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.0667
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.04529
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.02662
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.01067
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.99743
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.9869
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.97906
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.97391
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.97144
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766548
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961294
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170321
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396031
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077604
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35212
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649955
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974207
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328457
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716994
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145001
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618689
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14577
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73562
¨(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40014
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15425
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98734
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86577
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87398
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97214
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19744
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.26501
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.24056
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.21889
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.2
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.18385
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.17043
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.15975
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.15179
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.14654
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.144
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768984
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963911
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173206
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399123
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079687
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354383
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652427
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976877
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3314
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72022
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148544
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622644
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15015
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74058
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40573
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15722
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99135
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87739
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88739
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89479
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15639
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.44532
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.42058
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.39865
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.37951
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.36315
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.34956
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.33872
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.33062
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.32528
(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.32266
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771445
