¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39346
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03045
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99435
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8628
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79531
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83217
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16763
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47252
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79121
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12443
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47321
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83852
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22155
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65863
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13939
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64733
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77119
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965544
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174344
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397441
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638292
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.901261
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187266
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498333
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83712
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212295
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.626548
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.08552
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.579557
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13201
Ã(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7563
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45536
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0333
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99763
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85596
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78755
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71542
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17145
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47652
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79531
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1287
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47766
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84319
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22746
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70953
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20359
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71485
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772661
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967124
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17565
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398849
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639938
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903257
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189439
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500167
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839551
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214972
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629511
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086457
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.580602
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13318
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75812
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45743
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03721
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.974
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84991
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78071
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6021
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06487
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4828
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80181
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13545
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48469
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85047
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27892
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76365
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27132
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78602
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774156
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968727
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176991
¯(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400294
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641812
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905288
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191652
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502051
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842028
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217701
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63252
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087501
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.581763
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13653
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76011
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45968
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04137
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95104
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84467
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77481
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49219
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9486
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43371
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8107
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1447
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49427
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87208
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33344
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82096
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33676
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86092
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775675
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970357
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178365
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401776
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643718
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907356
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193901
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503984
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844551
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.220481
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635577
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088647
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.583043
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14165
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76225
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46212
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04577
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92875
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83087
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76983
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38553
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83589
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31436
ª(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82198
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15641
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50644
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.927
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39108
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88152
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40055
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9396
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777219
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972015
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179774
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403296
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645655
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909459
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195835
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505966
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847121
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223312
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638692
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089897
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.584436
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14639
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76455
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46473
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26197
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90711
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80632
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76579
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28211
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7266
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19867
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70086
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1706
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54248
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98484
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45184
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94542
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46783
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0676
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778787
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973538
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181219
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404852
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647626
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911596
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197697
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849738
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226193
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641862
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.091253
Ã(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.585948
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14857
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76701
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46771
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26486
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88614
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78249
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76261
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18185
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62065
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08655
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58201
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14484
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62206
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07992
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56383
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07603
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61893
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4203
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780379
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974912
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182696
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406445
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649629
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913769
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199605
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510083
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852399
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229126
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.645087
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.092714
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587575
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1509
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76963
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47052
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26796
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86581
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75943
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67569
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12185
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60815
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12731
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68272
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24636
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75166
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21606
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70707
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22691
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89202
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78848
(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781994
