¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(325.17, 7.46, 368.42) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.84518
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.8586
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26142
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581668
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810539
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056988
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323105
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611255
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923614
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253152
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612608
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006242
•(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448472
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899511
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19698
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51452
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86543
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32159
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89016
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.48753
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.46027
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.43498
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.41164
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.88014
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30745
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584857
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813976
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060712
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327115
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615617
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928829
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258864
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61884
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013062
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459748
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918616
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21733
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53623
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91289
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3732
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96763
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74297
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.77792
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.75187
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.72782
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.93161
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35367
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588044
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81741
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064394
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331128
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619934
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933686
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264608
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625139
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471026
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938416
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23843
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55872
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96133
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42595
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04581
™(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75235
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.11421
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.08734
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.06253
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.2079
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40006
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591231
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820858
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068118
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335133
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624292
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938437
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270409
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631483
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026964
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48233
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958951
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2603
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58203
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01075
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47979
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12466
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76233
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.47075
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.44301
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.41738
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.49791
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44662
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594446
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824275
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07183
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339137
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62863
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943158
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276296
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637904
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035723
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493629
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980233
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28292
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62651
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0612
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53479
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1414
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79343
(325.17, 7.46, 368.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62667
(325.17, 7.46, 368.42) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.82069
