¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ó(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871377
Ö(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.48713
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.47115
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.455153
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.541417
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.632654
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.729288
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.831791
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.940694
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.056591
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.180155
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.312146
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.848647
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.013669
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19113
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382442
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589216
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813447
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057384
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323673
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61546
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93659
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291602
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686153
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12709
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623058
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185002
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773143
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36785
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04143
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51947
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.46903
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.45154
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.43566
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.449303
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.535245
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.626133
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.722389
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.82448
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.932933
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.048338
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.171361
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.302759
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.83773
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.001954
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17851
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368851
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57456
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797562
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040066
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304746
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594747
â(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913749
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266351
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658033
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095656
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587644
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144794
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738399
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32878
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9971
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42815
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.43511
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.41774
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.40197
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.4436
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.529227
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.619776
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.715662
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.817352
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.925368
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.040295
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.162794
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.293614
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.827091
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.990509
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166245
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.355642
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560271
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782061
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023246
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286381
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574612
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891583
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241814
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630746
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065142
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553295
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105784
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704993
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29118
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9545
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35532
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.40296
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.38569
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.37002
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.438041
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.523364
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.613581
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.709109
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.810409
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.917999
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.032461
ç(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.15445
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.284711
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.424086
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.979412
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154324
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.342743
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546387
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766983
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006866
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268519
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555035
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870056
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217992
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604304
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035535
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519943
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067983
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672875
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25507
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89328
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28502
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.37255
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.35538
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.33981
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.432626
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.517652
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.607549
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.702729
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.80365
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.910827
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.024837
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.146332
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.276047
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.414822
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.968635
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142691
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.330269
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532847
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752364
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990968
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251146
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535995
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849118
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194876
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578586
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006786
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487613
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031358
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642015
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22038
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83005
Ì(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21715
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67063
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.36093
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.31131
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.427357
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.512095
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.60168
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.696521
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.797074
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.90385
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.017421
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.138435
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.267622
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.405815
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.958081
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.131392
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.318074
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519749
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738133
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97549
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234285
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51753
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828808
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172444
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553674
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978958
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456336
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995888
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610502
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18709
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.769
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15161
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56532
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18249
(350.79, 8.65, 313.98) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.68346
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.422231
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.506689
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.59597
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.690483
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.790679
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.897065
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.010211
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.130759
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.259434
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.39706
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.947901
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120423
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.306293
(350.79, 8.65, 313.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506948
