¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42558
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584004
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909064
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264521
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594506
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853216
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142162
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49043
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867826
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27811
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80047
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5074
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31534
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09766
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.1716
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.14703
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.12494
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.10531
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.08813
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.07338
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.06105
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.05113
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.04362
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.03851
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.0358
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911009
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100834
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30427
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522728
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757949
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011812
§(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286647
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585067
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910223
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265779
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578353
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843676
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167876
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518241
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897969
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31087
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87377
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59082
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41106
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.1979
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.22054
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.28241
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.08384
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.06427
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.04714
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.03244
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.02015
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.01028
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.0028
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.99771
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.99502
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91167
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10159
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305026
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52357
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758826
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012812
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287709
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586216
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911479
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267163
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565641
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868174
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194281
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546784
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92889
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3445
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94842
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6758
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37289
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.19191
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.21523
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.27704
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.04533
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.02583
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.00875
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.9941
£(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.98185
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.97201
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.96456
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.9595
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.95682
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912422
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102365
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305909
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524496
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759833
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013841
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288863
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587492
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912883
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268669
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589022
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893278
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221317
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575996
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96061
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37899
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02446
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76247
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3086
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.1879
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.2118
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.27357
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.0094
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.98995
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.97292
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.95832
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.94611
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.9363
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.92888
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.92384
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.92118
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913206
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103208
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306828
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525489
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760893
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015012
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290099
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58884
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91432
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270289
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602207
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919004
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249044
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605965
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993083
¯(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4434
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10188
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71094
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24586
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.18586
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.21024
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.272
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.97602
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.95662
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.93964
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.92507
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.9129
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.90312
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.89572
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.8907
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.88806
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914067
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104136
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307809
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526516
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762025
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016236
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291444
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590277
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915919
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272031
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596857
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944585
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277418
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636669
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02641
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.513
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17114
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65505
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1847
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.1858
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.21056
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.27232
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.94512
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.92577
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.90883
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.8943
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.88216
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.87241
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.86504
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.86004
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.8574
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914987
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105145
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308865
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527676
©(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763256
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017566
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292882
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591842
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917617
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271649
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591791
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939083
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306517
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668093
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0605
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58383
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12114
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60053
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12501
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.18771
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.21275
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.27453
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.91675
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.89744
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.88054
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.86604
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.85394
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.84421
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.83686
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.83188
(329.55, 7.48, 368.04) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.82926
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915968
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106163
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309996
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528869
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764556
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018948
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294387
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593492
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919423
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267309
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58708
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933972
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311554
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700297
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09544
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63643
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07236
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54738
(329.55, 7.48, 368.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06687
(329.55, 7.48, 368.04) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 13.1916
