¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65651
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38065
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.46233
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.4378
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.41493
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 12.3654
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 12.6196
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38701
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25176
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23417
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3173
À(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55445
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98194
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97194
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58738
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17557
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37684
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592628
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824268
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065506
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325624
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606791
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911574
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243135
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605034
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995496
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415117
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877316
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38884
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94179
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.20043
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.17571
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.15276
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59172
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39305
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24821
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2302
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30737
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5362
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95428
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92825
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56486
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177386
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378786
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594733
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82693
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069863
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33027
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611816
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91705
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249103
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611522
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001807
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422027
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884921
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39732
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94881
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5319
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 12.05835
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 12.03335
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 12.0995
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40004
¼(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2458
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2274
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28107
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51623
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93378
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88684
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54476
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179283
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380786
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596906
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829242
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074283
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335062
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616958
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922658
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25519
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618247
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008332
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429213
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892868
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4061
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95626
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54022
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19178
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88863
(399.81, 14.03, 244.22) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 13.04168
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40797
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24799
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22586
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25628
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48804
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91523
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84764
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52702
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.32715
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181215
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382883
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599142
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831624
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076914
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339059
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622285
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928411
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261469
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625094
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015073
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43658
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901008
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41517
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96414
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54894
å(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20157
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89568
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61288
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41677
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2548
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22559
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23299
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.36511
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89861
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81058
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51163
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.29426
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.05011
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183184
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384985
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.190764
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.167579
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.145483
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.124454
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.10448
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.085538
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.34671
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.35238
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.359011
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444225
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909432
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42448
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97244
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55817
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21188
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90346
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62154
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42656
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26281
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22651
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 16.88273
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.25537
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88396
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77571
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49863
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.58134
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185217
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387155
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.19019
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.085063
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.061489
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.038994
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.017559
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.99717
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.977807
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.992656
ß(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.369956
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452092
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918091
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4341
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98117
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56785
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22274
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91199
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63106
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43726
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27193
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22864
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22272
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.40564
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87127
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74296
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47774
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.63516
(399.81, 14.03, 244.22) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.38592
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187315
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389389
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.204096
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.0972
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.073577
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.051039
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.02956
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.00913
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.989728
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.993587
(399.81, 14.03, 244.22) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 6.381827
(399.81, 14.03, 244.22) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.17289
(399.81, 14.03, 244.22) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.149141
(399.81, 14.03, 244.22) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.18259
(399.81, 14.03, 244.22) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.410078
(399.81, 14.03, 244.22) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.6506
(399.81, 14.03, 244.22) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.21114
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92125
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64138
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44885
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28219
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23198
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22314
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39196
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86053
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71237
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4362
(399.81, 14.03, 244.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189426
