¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86207
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.935092
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32414
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749411
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.224926
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.752899
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34974
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02886
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83039
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70083
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71343
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8612
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20922
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80743
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41539
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89708
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43424
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00192
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01291
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91187
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.650514
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825093
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01173
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21333
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443041
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680492
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937189
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228025
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540094
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881673
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266583
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685672
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15359
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673006
“(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25901
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92656
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71253
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5729
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5682
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70452
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02603
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60225
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27443
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86382
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39928
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9652
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56404
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50406
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627753
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800802
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98575
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183837
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411329
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64628
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900174
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185969
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.494194
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831267
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209921
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.622971
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.083477
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594557
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16998
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83206
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59714
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44775
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4263
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55154
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84742
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51337
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13694
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75534
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36746
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93167
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41931
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92596
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71727
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605256
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7768
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960091
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156343
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380019
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612515
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863659
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144492
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448949
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781723
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154139
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561286
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.014567
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517519
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08262
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73738
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48416
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32532
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28762
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40215
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67326
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33461
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00278
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50378
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14384
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57076
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01796
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48685
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0172
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86827
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582432
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753088
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934747
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129199
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349108
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579193
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827639
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102589
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404353
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732918
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099226
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50061
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946836
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.441871
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.996897
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37354
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20553
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15208
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25626
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5034
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16022
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82302
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69613
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74928
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23313
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63333
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08636
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56152
“(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11617
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558915
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729663
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909721
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.102401
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318235
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546314
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792111
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060987
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360399
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684844
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045174
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.440923
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.880269
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.367585
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.912775
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54456
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26521
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08832
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0196
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11318
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30914
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98373
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53522
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23582
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92512
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98309
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34937
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73152
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16183
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64367
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22337
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535631
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706526
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885006
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.075949
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.286511
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513872
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757069
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020221
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31708
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637491
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991966
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382213
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814299
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.294638
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.830227
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45101
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15913
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97363
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89032
¼(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8622
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12259
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75686
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25692
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20659
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55859
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16378
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09976
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47324
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86305
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27018
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73354
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512583
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683677
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860607
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049837
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255157
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481863
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722511
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982801
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274391
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590851
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939596
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324463
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749917
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.223001
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.750929
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3593
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05523
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66648
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62675
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71023
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95129
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53624
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98762
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18016
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53122
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89786
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41299
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22399
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6051
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00299
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41867
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489768
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661112
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836518
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024069
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225031
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450287
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688434
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945917
Å(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232323
(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.544915
