¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™ (416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.728785
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.6762
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.69308
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.71278
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.73533
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.76074
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.78902
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.8202
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.965919
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.927607
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.890833
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.855567
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.821777
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.789433
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.75851
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.72898
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.700818
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.674003
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.64851
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.624323
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.601418
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.579778
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.559386
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.612171
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.776169
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.115814
(416.70, 13.20, 329.37) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.871228
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01611
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22884
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45035
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.80869
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.82029
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.83471
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.85198
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.8721
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.89508
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.92094
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.94971
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.98141
™ (416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.781857
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.744514
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.708669
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.674296
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.641365
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.609845
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.579711
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.550937
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.5235
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.497377
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.472546
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.448987
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.426681
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.45393
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.539276
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.648479
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.803282
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.084856
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7126
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92891
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15426
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3892
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.91489
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.98397
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.99878
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.01645
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.03699
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.06043
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.08678
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.11605
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.14828
(416.70, 13.20, 329.37) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.031763
(416.70, 13.20, 329.37) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.006142
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.535836
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.502308
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.470188
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.439446
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.410058
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.381999
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.355246
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.342543
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.358026
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.387834
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.440521
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.495093
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.575686
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.686035
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.83131
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.066501
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62281
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8361
¥ (416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05834
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3717
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.08343
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.15339
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.16859
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.18668
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.20768
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.23159
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.25844
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.28825
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.32104
(416.70, 13.20, 329.37) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.958525
(416.70, 13.20, 329.37) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.961509
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.588082
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.521242
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.45667
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.417767
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.396534
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.37652
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.372966
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.387607
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.403412
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.428995
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.482384
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.537678
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.613324
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.724863
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.860267
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.097283
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53581
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74626
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96544
(416.70, 13.20, 329.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47925
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.25787
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.32875
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.34437
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.3629
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.38436
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.40877
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.43615
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.46651
(416.70, 13.20, 329.37) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.49989
(416.70, 13.20, 329.37) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.006493
(416.70, 13.20, 329.37) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.009738
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.649777
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.581152
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.515783
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.469348
(416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.448002
