¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚ (394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36692
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.035556
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.034239
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.033974
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.034758
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.036593
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137348
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34725
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573044
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815244
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072038
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35947
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672453
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.488894
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.456085
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.425732
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.399392
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.375158
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.356802
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.341271
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.33107
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.234615
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.221295
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.209099
ˆ (394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.198016
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.188039
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.446168
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.069373
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.780773
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.037211
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.033793
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.031426
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.030111
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.029845
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.030628
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.032461
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133818
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343508
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568999
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811491
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069774
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357032
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669784
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.482482
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.449711
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.418325
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.390052
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.367326
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.348004
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.333634
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.321807
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.231454
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.218142
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.205948
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.19487
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.184896
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.453842
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.065834
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.792976
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.034134
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.030716
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.028351
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.027034
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.026769
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.027552
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.029384
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130336
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339739
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564955
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807784
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067563
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354599
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.511385
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.477225
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.444482
” (394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.413125
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.386029
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.361129
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.340588
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.328399
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.318066
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.229373
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.216063
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.203875
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.192799
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.182829
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.461415
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.063498
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.805034
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.032106
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.02869
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.026326
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.02501
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.024744
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.025526
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.027358
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126885
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335999
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560938
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803492
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065318
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348233
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.510955
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.476756
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.443971
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.412575
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.385264
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.360341
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.340267
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.327656
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.317294
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.228371
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.215062
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.202875
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.191801
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.181831
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.468889
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.062366
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.816938
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.03113
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.027713
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.025349
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.024035
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.023767
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.024549
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.026381
„ (394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123388
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332307
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556939
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799152
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059076
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340528
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646543
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.479737
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.446938
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.415526
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.387691
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.364902
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.345767
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.331261
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.319104
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.228445
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.215136
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.20295
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.191875
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.181905
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.476261
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.062437
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.82869
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.035672
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.031202
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.027786
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.025421
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.024105
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.023839
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.024621
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.026453
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119968
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328597
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552963
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794873
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052008
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332844
(394.54, 13.85, 248.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638197
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.483867
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.451044
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.421759
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.39532
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.370649
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.352507
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.337343
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.327065
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.229597
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.216286
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.204096
(394.54, 13.85, 248.02) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.193021
