¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302487
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107089
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172462
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99161
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764875
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871002
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981236
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095854
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215031
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339073
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468159
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602657
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742788
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888873
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19266
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56839
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83383
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11464
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41215
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63617
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86801
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23145
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64234
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08383
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55936
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07296
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.42198
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.4289
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.43902
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015733
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078128
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142802
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209757
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68702
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826579
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935423
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04857
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166203
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288579
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415968
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548629
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686839
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830916
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754238
½(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41861
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67618
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94848
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23676
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54239
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8141
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18475
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59245
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03032
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50188
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01097
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16872
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.28888
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.59094
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988335
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050046
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11393
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180184
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666065
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737994
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875816
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002571
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11871
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239492
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365246
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496147
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632525
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774687
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922925
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978009
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52409
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78829
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06781
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36397
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6782
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13976
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54433
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97879
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4465
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97558
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12812
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.15381
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.16364
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.17662
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961688
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022725
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085948
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151461
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219318
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522345
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780761
¹(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92098
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067581
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191818
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315943
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445158
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579755
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720023
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86631
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556814
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2121
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63383
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90506
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19219
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49658
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07983
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49805
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92922
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39325
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98277
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.01703
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.02357
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.03324
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.04607
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935832
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996245
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058791
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1236
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190753
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334949
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61072
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82516
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967917
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117163
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268036
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395628
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528517
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666994
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811354
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961987
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770705
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45742
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74811
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02668
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3218
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00104
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44406
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88154
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34207
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99114
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.89158
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.898
¿(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.90755
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910766
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970529
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032449
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096592
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163012
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231854
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090301
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700417
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871341
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016668
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168718
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327899
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478786
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615509
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75803
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906728
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061888
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994473
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59677
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8672
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15348
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45707
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36172
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83423
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29293
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0007
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.78174
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.78805
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.79746
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.79896
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.81461
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886443
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945617
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006907
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070381
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13612
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204278
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274865
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444941
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777756
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919293
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067336
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222281
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384554
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554694
(420.81, 14.24, 320.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706262
