¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77845
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.2067
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680235
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92554
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190654
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478021
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790528
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135957
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520769
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9452
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415577
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939766
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52739
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19065
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92371
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72734
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70875
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79145
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63832
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08551
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56158
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06935
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.719
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5299
Ü(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27517
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08609
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.37276
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.35454
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.33996
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.4024
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.52306
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.64861
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.77918
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681297
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926685
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191896
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479373
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792011
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135382
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520127
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944483
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414768
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938866
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52637
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1895
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9119
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71385
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67842
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7045
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6346
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1356
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61474
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1259
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0292
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82115
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59091
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73584
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.36679
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.34856
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.334
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.39797
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.51859
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.64409
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.77461
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682321
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927784
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193079
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480658
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793423
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134716
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519367
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943613
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413846
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937812
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5252
â(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18815
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90003
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7003
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64788
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61893
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53773
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18751
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66992
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31884
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35178
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12379
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94915
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.36445
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.34623
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.33166
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.39715
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.51776
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.64326
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.77376
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683305
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928829
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194226
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481887
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794744
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136207
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518487
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942659
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41275
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9366
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52385
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18566
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88807
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68667
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61717
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53477
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44254
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24137
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72717
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61716
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6823
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43832
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00293
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.36576
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.34753
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.33296
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.39995
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.52058
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.64611
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.77664
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681792
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927582
¹(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193241
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481279
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794538
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13648
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5175
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941574
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411541
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935215
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52232
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17504
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87607
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67294
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58663
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45197
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34889
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29721
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94176
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92708
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9839
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19858
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.63005
(399.80, 14.10, 246.80) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.86981
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679531
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925156
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190664
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478445
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79145
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133099
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516361
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940319
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41017
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933682
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52058
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17493
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87399
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6684
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57887
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40444
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28288
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.278
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22514
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24933
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4551
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28073
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677264
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922719
(399.80, 14.10, 246.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187952
