¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598531
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35464
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22551
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55532
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1927
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331772
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499906
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683618
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88328
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098423
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33088
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582206
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847132
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134894
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449067
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794363
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176291
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218597
û(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743246
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33286
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99458
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70735
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51331
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44057
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5395
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86482
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36476
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24342
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62725
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17269
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331964
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500112
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683547
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883203
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098339
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330788
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582272
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847269
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135043
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44923
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794723
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750104
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220046
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744864
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33469
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99147
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70825
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51435
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44176
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55004
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87735
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37572
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26026
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70031
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15524
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332222
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500387
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683526
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88318
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098314
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330762
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582414
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847511
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135307
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449519
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328199
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751515
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221634
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746625
•(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33668
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98857
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70949
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51576
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44341
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56098
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89043
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38746
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27462
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77452
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.91084
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.89089
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.87455
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332542
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500731
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683556
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883212
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09835
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330799
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582633
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847859
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135685
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961581
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32959
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753052
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223321
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748545
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33883
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98589
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71101
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51751
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44543
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57238
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90401
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40007
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28995
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84987
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.84654
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.82846
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.81395
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.80301
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.79563
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332929
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501143
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683637
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.8833
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098444
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330902
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582805
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848313
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63021
°(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962443
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331077
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754683
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225162
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750599
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33671
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98344
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71287
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51964
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4479
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58422
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91812
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41346
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30631
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92637
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 24.0066
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.98837
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.97374
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.96271
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 23.95525
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333378
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501624
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68377
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883443
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098598
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331069
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582985
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326494
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631118
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963436
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332659
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756464
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227126
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752792
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33477
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98123
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71507
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52212
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45078
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5965
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93276
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42767
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32667
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95633
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91005
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 24.15407
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 24.13932
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 24.12818
(381.30, 14.12, 264.57) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 24.12065
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333892
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502173
¢(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683954
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88364
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098812
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331299
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047113
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327445
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632171
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9646
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334359
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758343
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229218
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755126
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33301
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97922
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71353
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52498
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45407
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60919
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93839
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4427
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36465
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82462
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7666
(381.30, 14.12, 264.57) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 24.54409
(381.30, 14.12, 264.57) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 24.52776
(381.30, 14.12, 264.57) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 24.50082
(381.30, 14.12, 264.57) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 24.49916
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33447
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502791
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684188
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883893
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099083
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784529
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048135
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328544
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633367
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965874
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336149
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760307
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231425
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757626
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33145
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97746
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7115
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52817
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45778
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62235
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94355
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45859
(381.30, 14.12, 264.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4039
