¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788953
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251671
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505259
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779406
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073606
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401492
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761921
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154302
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.581882
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043806
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562053
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13142
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78115
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49135
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2839
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19646
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25949
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47668
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96855
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05056
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63471
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.642643
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.776812
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.919775
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.07234
¢(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.235476
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410289
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597078
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796614
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011689
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24431
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497316
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770133
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063486
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390625
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74882
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139813
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565575
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024876
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.541019
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10615
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74963
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45753
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23559
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13881
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18842
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39282
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86286
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90136
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4125
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.63886
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.772839
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.915543
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.067823
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.230645
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405112
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591503
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790495
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005088
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237167
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489601
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761138
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05367
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38006
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736093
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125741
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5493
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.006516
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.520621
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08164
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71907
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42468
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18967
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08283
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11942
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31142
¦(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.76035
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75679
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19765
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.63523
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.76898
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.911432
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.063437
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.225954
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400084
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585999
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784561
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998686
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230239
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482111
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752418
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044154
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.369792
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723736
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11208
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533298
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.988726
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.50085
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05789
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68943
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39279
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14578
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02851
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05246
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23243
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66094
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40383
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98989
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.631708
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.765235
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.907444
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.05918
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221403
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.395207
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.580655
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778809
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992481
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223526
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474849
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743971
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034938
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.359821
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711749
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098828
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517799
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.9715
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.481141
©(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0349
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66073
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36186
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10317
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9758
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9875
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15579
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56456
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27675
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78896
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91424
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.628292
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.761605
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.903577
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.055054
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.216992
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.39048
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57548
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773241
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986474
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217028
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46781
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735797
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026021
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350148
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700126
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085986
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502802
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.954834
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.461311
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01266
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63294
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33187
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06183
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92468
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92468
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08146
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47113
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15365
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59465
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66053
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.624985
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.758089
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.899833
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.051059
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.21272
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385902
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570473
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767857
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980667
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210744
©(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460996
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727897
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017405
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340229
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.688872
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073549
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.488304
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938725
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.44214
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991155
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60606
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30282
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02173
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87513
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8645
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0094
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38061
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03443
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40673
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41572
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.621785
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.754687
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.89621
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.047194
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.208588
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381475
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565638
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762655
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975055
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204675
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454406
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720268
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009083
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330327
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677982
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.061519
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.474303
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.923172
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42362
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.97039
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58008
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27387
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98286
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82724
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80615
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93956
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2929
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91899
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22498
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17957
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.618692
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.7514
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.892709
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.04346
(397.04, 14.25, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.204596
