¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61737
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7728
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322508
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808821
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356948
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966745
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54786
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73831
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14337
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78003
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47484
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23259
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06201
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97361
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55095
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68031
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95142
÷(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272972
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753136
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293893
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907444
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4961
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75225
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22615
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86979
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56932
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3353
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17463
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09763
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68668
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84299
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13337
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223354
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697357
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230766
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83547
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44418
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77046
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31005
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9608
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66839
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44045
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28895
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22362
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83553
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00861
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31868
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173652
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641545
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167653
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763577
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39215
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79054
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39508
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05309
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76888
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55029
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.40661
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35158
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98688
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17709
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50746
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123953
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585703
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104611
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691811
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33997
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86784
é(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48125
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14664
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87081
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66175
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.52899
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.48398
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1408
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34858
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85563
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074162
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529898
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041626
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620173
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27941
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94853
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56867
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24163
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97437
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77509
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.65354
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.62145
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29728
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52312
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024388
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474113
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978691
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548678
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19755
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03027
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65727
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.338
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07949
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.89016
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78003
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.76114
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45638
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70074
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974613
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418365
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915874
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477386
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11597
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11307
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.74701
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43557
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18602
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00693
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.90847
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.90308
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61819
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88148
ğ(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928283
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362722
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853189
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406272
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03472
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19691
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83791
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.53446
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29398
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.12527
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03882
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.04729
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79121
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06541
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882226
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307123
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790674
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335451
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953814
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2818
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6347
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40347
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24598
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17365
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78328
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97221
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25258
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835406
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251649
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728311
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264878
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873308
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36775
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0238
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.7383
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51829
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.37306
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.31374
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93634
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15364
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44308
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784638
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198687
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666138
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194609
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793198
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45676
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.12236
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8457
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63576
÷(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50205
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.45602
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.104
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32959
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71125
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733855
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147596
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604191
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124598
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713552
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54509
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21849
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.95182
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.75332
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63281
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.60052
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2744
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5086
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89801
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683039
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096607
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542471
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054943
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634342
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63449
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31569
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.05786
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86944
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7605
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.74486
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44758
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69078
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632275
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045701
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482834
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985636
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555599
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72498
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4141
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.16529
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98809
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.89419
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.89438
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62364
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87608
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581525
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99496
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426216
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916695
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477394
(399.93, 12.64, 329.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81655
