¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099317
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151079
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516832
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923262
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334997
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749947
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.209824
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.737312
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30125
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58767
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30814
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12622
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06303
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12946
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18937
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39881
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36537
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34992
æ(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.62271
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.70977
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.70465
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.68569
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.67044
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.65888
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.65102
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.64684
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.64633
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106694
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336497
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585292
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856099
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151274
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495084
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899016
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339211
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.754605
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215003
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730508
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30673
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59089
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31177
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13032
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06777
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10904
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16597
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38466
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28855
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25885
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.52098
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.61296
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.53059
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.51177
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.49662
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.48515
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.47734
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.47319
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.47269
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110297
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340392
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589516
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860405
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155977
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479331
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.874649
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322966
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.759212
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220121
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733766
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31217
ş(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59412
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31542
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13451
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07258
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10597
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18272
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36258
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19458
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15454
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.42337
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.52007
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.36255
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.34385
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.32881
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.31742
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.30967
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.30555
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.30506
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113837
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344222
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593671
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864635
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160596
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484395
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850163
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.295525
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.763763
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225179
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.739417
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31756
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59739
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31909
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1387
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07739
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13945
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22122
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30826
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10298
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05283
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.32982
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.43102
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.20041
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.18184
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.1669
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.15559
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.14789
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.1438
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.14331
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117321
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347988
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597756
ã(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869052
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165127
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489365
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845565
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267975
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764783
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230176
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745001
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32228
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60065
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32281
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14295
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08228
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16864
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26028
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25563
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02964
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9538
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.24024
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.34575
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.04398
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.02553
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 24.0107
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.99946
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.99181
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.98774
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.98726
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120741
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351687
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601768
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873419
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169573
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.494238
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850932
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.244568
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733611
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.235106
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.750514
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96297
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60399
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32657
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14725
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08718
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17437
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29992
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20468
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97395
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85725
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.15456
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.26417
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.8931
â(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.87477
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.86003
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.84887
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.84126
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.83723
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.83675
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124101
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355321
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605711
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87771
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174185
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499017
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856193
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250391
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.702346
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239975
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755956
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96594
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60735
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33037
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15156
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09216
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18016
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34022
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15541
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92014
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76326
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.07269
(335.11, 7.47, 357.38) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 21.18623
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.74764
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.72942
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.71477
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.70367
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.69612
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.6921
(335.11, 7.47, 357.38) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 23.69163
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127397
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.358887
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60958
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881921
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178784
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503697
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861349
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256096
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693947
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220152
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.761325
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96895
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61072
(335.11, 7.47, 357.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33419
