¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.22502
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.965223
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.821224
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.872565
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.925845
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.037358
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.254842
(337.70, 7.26, 322.46) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.46748
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.33543
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.21315
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.10321
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.0884
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.07515
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.07949
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.15452
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.23221
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.4922
(337.70, 7.26, 322.46) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.78244
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.531767
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.515455
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.549259
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.584404
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.620922
é(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.658845
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.786482
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.935643
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.785594
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.83641
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.889149
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.009426
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.225475
(337.70, 7.26, 322.46) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.39408
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.33957
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.2172
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.10606
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.09126
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.07799
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.08146
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.15652
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.23424
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.49189
(337.70, 7.26, 322.46) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.62681
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.483744
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.477296
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.510543
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.545116
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.581044
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.618363
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.758959
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.906803
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.751326
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.801639
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.85386
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.982409
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.197077
(337.70, 7.26, 322.46) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.32305
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.34548
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.22298
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.11041
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.0956
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.08234
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.08481
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.15992
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.2377
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.49282
(337.70, 7.26, 322.46) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.47595
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.437368
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.44031
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.47302
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.507042
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.542406
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.592642
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.732128
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.878692
ì(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.718395
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.768227
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.819955
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.956299
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.169633
(337.70, 7.26, 322.46) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.25432
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.35315
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.23049
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.11628
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.10146
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.08819
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.08954
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.16473
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.24259
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.49497
(337.70, 7.26, 322.46) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.32969
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.39259
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.404468
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.436664
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.470156
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.504975
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.567651
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.705977
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.851302
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.686781
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.736153
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.787408
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.931084
(337.70, 7.26, 322.46) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.11028
(337.70, 7.26, 322.46) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.18785
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.36261
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.23975
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.12365
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.10883
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.09555
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.09566
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.17095
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.24891
(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.49836
(337.70, 7.26, 322.46) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.18789
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.349366
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.369747
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.401448
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.434431
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.468727
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.543297
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.6805
(337.70, 7.26, 322.46) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.82462
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.656462
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.705395
(337.70, 7.26, 322.46) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.756199
