¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.42963
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133046
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.603958
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163676
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.798162
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57092
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52372
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34485
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92552
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84539
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32088
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.8012
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.74969
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.72154
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.48194
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.45427
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.94195
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.91997
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.90115
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.01132
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.86863
­(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.69507
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.62515
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.80492
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.991
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.18678
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707367
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139712
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61091
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170707
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.806017
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58132
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53692
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35708
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00986
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31989
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3887
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.89352
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.83561
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.80807
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.58437
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.55664
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.04685
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.02484
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.00599
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.99032
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.9778
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.97691
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.81893
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.00229
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.19209
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.39776
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713465
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.145491
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617069
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.176939
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812835
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59039
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54817
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36966
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06096
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66624
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.454
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.01088
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.95363
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.72186
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.6909
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.66311
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.15594
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.72415
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.11505
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.09937
§(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.08687
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.07753
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.07133
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.20646
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.40237
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.61612
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718976
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.150727
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.622431
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18238
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81861
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59814
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55749
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3826
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0994
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88796
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57364
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05395
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.09846
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.83267
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.80163
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.77377
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.26933
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.24726
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.22839
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.79148
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.20024
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.19094
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.1848
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.18182
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.39419
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.16656
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723899
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15542
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.626989
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187015
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823333
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60454
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56485
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3959
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13781
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18075
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.6383
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13671
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54688
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.28419
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.25257
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.99489
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.38713
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.36502
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.34614
¤(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.88678
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.15616
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.30875
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.30267
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.29977
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.30005
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.54241
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72823
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159566
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.630742
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190847
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827003
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6096
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57024
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40956
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17619
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40315
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70054
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.99989
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63107
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.42491
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.24249
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.4684
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.45274
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.95432
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.43108
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.42506
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.42224
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.42261
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.44031
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731967
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163162
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633687
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.193873
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829618
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61332
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57366
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42357
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21452
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54716
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76027
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08615
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71361
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.76075
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.26491
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.24544
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.57963
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.07836
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.55804
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.55208
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.54934
ç(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.59887
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.75929
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735106
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.166208
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635818
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196092
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.831172
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61568
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57511
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43795
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2528
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56568
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.81744
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17005
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79449
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.42338
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.40052
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.38103
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.20704
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.32454
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.68386
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.76577
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 21.92562
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.09116
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737649
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1687
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637141
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.197499
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.831668
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61668
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57458
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45269
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29101
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60468
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.97077
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.25149
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87362
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.54113
(380.84, 14.44, 266.64) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 22.52164
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739593
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170641
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637648
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198096
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.831106
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61633
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57207
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46779
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32915
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64065
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02469
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3304
¥(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95099
(380.84, 14.44, 266.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740934
