¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018921
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.948676
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.03817
(322.40, 7.47, 369.33) (344.00, 1.20, 384.80) (0.81, 2.16, 0.81) Human 11.53499
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544141
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770403
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013969
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276872
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56138
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870267
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206732
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574625
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97843
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423639
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907299
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38411
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.16096
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.06443
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.02796
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.00565
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.984962
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.965831
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.948281
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.932339
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.917871
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.904974
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.893599
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.883727
µ(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.875358
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.869377
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.891075
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.961638
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.16405
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5399
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765847
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009072
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271557
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555603
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863999
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199896
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567132
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970211
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414534
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906723
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3847
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.13195
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.04328
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.00871
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.98721
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.967324
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.948988
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.932215
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.917011
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.903309
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.891179
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.880522
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.871408
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.863782
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.858306
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.87942
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.947061
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.12346
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53568
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761314
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004153
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266251
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54987
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857757
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193102
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559657
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961996
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405471
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896657
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38551
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.161
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.06443
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.0283
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.00752
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.98833
Ç(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.970737
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.954685
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.9402
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.927248
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.915822
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.905922
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.897524
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.890637
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.88581
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.908652
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.983939
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.40053
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.39538
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.39313
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531446
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756793
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999284
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260969
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544145
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851553
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186333
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55226
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953814
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396434
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886631
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38651
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.28654
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.13828
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.09404
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.07424
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.05605
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.03943
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.02443
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.01097
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.999101
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.988731
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.979924
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.972635
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.96691
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.963051
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 9.992949
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.10887
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.25749
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.25243
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.19482
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527246
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752234
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994412
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255725
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538445
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845353
¶(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179561
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544859
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945685
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387434
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876642
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3877
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79084
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19245
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.26043
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.24319
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.22924
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.2171
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.20704
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.19894
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.19296
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.18933
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.18802
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.18969
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.19466
(322.40, 7.47, 369.33) (343.45, 1.10, 383.30) (0.81, 2.16, 0.81) Human 10.20471
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.06342
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.05277
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.04498
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.04003
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.9831
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523043
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747766
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989568
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250467
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532773
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839172
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172791
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537455
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937556
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378476
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866709
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37219
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74099
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13869
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56879
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03528
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54292
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16508
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22257
(322.40, 7.47, 369.33) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.55556
(322.40, 7.47, 369.33) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.64495
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.95312
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.92837
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.9065
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.88749
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.87134
§(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.85803
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.84755
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.83989
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.83504
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.77877
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518871
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743263
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984726
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24525
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527126
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833029
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166123
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530104
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9295
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369562
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856803
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3237
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6914
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08611
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51196
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97363
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47588
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06739
(322.40, 7.47, 369.33) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.50426
(322.40, 7.47, 369.33) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.44372
(322.40, 7.47, 369.33) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.53167
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.75362
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.72918
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.70758
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.68883
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.67289
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.65977
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.64944
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.64191
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.63717
(322.40, 7.47, 369.33) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.58154
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514732
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73877
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979908
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240014
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52148
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826879
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159412
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522786
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921435
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360683
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846951
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26427
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63831
(322.40, 7.47, 369.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03039
