¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¤(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87777
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.531327
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.057385
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.170391
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.290546
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.418523
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.555086
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.701033
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.857426
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.025343
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.206087
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401166
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.612311
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841518
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091228
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364192
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663833
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99422
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36015
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767735
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224468
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734343
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216081
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755653
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34122
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.581871
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.561796
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.543226
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.526146
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.510546
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.49641
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.48373
“(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.472496
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.050039
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.162597
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.282293
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.40969
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.545638
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.690985
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.846628
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.013779
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19363
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.387712
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597735
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825711
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073992
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34533
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643113
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971315
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334791
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739468
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192677
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703245
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181429
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716766
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25915
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67264
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.504086
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.485704
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.468805
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.453373
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.439398
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.42687
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.415776
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.042797
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.154949
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.27415
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.401046
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.536427
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.681112
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.836087
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.002411
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181431
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37455
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583479
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.810199
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057094
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326881
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622824
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948923
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309943
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71175
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161572
¡(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668513
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147762
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679012
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17945
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56793
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.448483
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.430282
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.413553
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.398283
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.384462
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.372078
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.36112
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.035708
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.147444
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.266141
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.392554
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.527332
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.671411
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.825681
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.991294
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.169422
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.36161
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569478
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795012
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040556
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308774
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602953
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926974
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285628
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684622
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13116
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634186
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115038
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642315
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10213
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48456
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.65525
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.398874
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.360335
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.345222
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.331548
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.319301
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.308476
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.028797
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.14008
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.258321
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.384217
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.518468
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.661933
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.815523
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.980368
”(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.157687
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348944
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555757
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780108
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024313
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291032
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583497
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905549
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261832
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65811
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101462
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60062
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083241
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606716
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02712
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40367
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90359
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.744592
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.485096
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.411713
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.417216
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.424133
(348.90, 8.25, 312.44) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.518457
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.02195
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.132826
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.250656
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.376051
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.509745
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.652617
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.805553
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.969681
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.146192
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336518
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542337
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765542
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008447
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273679
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564442
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884518
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238575
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632228
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072404
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56783
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052414
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57217
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954311
(348.90, 8.25, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32524
