¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(365.20, 7.15, 354.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277885
(365.20, 7.15, 354.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27002
(365.20, 7.15, 354.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42278
(365.20, 7.15, 354.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58093
(365.20, 7.15, 354.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74467
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.28456
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.535331
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.808003
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.081106
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.372563
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.693194
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.047274
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.438334
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.870736
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.355357
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.89926
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.51198
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.20733
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95997
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91168
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.54422
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.6633
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.78672
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.23653
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70325
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.1619
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29909
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.27795
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.41306
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.548
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.68737
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.82895
§ (365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.97281
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11674
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.21526
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.32372
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.281522
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.532032
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.804408
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.081415
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.373344
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.694366
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.049928
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.441264
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.877123
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.364018
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.908985
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.52298
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.21987
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.01753
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92379
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.63818
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76066
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.88491
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.01096
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8206
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.2626
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.32703
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.37944
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.51546
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.65131
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.79161
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.85024
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.96257
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.96682
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.97345
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.98248
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.27837
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.528609
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.800679
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.081686
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.374071
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.696711
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.052503
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.446461
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.884785
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.372572
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.918591
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.53384
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.23225
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.05664
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93576
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.73822
— (365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.86155
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.98666
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.11358
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93936
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.36696
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.35468
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.48462
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.56496
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.61898
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.61599
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6154
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.61709
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6211
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.70269
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.275107
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.525066
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.796818
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.081923
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.374744
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.698985
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.056661
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.45327
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.892346
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.381011
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.930875
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.57466
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.30948
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.15603
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94756
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84187
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96608
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.09207
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.2199
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.22547
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.30829
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31361
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.30369
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29606
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29072
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.28767
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.38925
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.324387
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.521402
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.792824
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.082121
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.376173
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.702227
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.062741
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.459987
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.909181
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.421304
» (365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.997476
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.65041
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.39641
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.25675
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.25974
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94923
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.9846
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.063
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04407
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.02743
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.01307
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.00096
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.99321
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.319401
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.555295
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.788714
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.082281
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.3786
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.707675
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.081778
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.498636
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.962235
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.480844
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.06474
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.727
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.48437
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.3588
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.37955
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08566
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85935
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80451
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.75227
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76015
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57258
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.314363
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.549851
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.804637
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.08115
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.393904
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.736959
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.114663
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.532477
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.997066
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.516667
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10156
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.76477
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.52303
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.39819
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.41938
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09891
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4123
¨ (365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9789
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79652
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0545
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64057
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.309278
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.544355
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.798681
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079842
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395805
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.739045
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.116968
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.535033
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.999921
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.51987
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10518
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.76889
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.52776
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.40368
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.42583
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2008
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42777
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99751
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82768
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0828
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7092
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.304143
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.538808
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.793271
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.07909
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.397583
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.740999
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.119126
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.537429
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.00259
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.522867
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10857
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.77275
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.53219
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.40883
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.43187
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2129
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.443
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01586
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85884
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11075
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77851
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.298963
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.532962
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.790583
