¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56134
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78926
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45075
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33649
Ü(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178328
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440792
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741976
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053254
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390056
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764371
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.161615
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.600999
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08062
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60364
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15726
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77311
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45512
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22761
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09833
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08569
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16242
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26694
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71956
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38737
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17227
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167689
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428212
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728302
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.038705
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.37363
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746786
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142335
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.579305
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05712
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5789
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13112
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74089
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42126
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18857
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05414
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03982
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1098
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20676
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65089
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31355
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04985
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.14563
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.10692
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.07191
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.04059
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.01294
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.98891
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.96852
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157046
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415566
ò(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714557
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.024148
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357567
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729218
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123075
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557623
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03368
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55425
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10514
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70883
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38764
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14982
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01029
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99442
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05777
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14723
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58317
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23379
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98266
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.08985
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.05125
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.01636
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.98514
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.95757
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.93364
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.91332
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.1464
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404065
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700746
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009586
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341711
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711303
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103834
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.535957
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01029
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5297
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07934
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67692
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35427
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11134
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96677
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94672
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81272
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08838
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5164
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15516
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91722
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.03792
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.99943
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.96464
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.93352
ì(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.90604
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.88219
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.86194
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135753
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392587
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686871
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995024
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325856
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693242
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084624
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514314
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.986953
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50454
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0537
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64807
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32114
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07316
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92373
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89717
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76256
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03025
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45057
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07776
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85341
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.9898
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.95142
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.91672
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.88568
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.85829
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.83451
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.81433
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125107
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381112
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672933
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980461
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.310001
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675162
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065438
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.492693
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96368
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47872
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02824
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61973
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28825
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03527
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88156
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84805
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.713
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97277
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38573
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00096
í(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79131
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.94545
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.90717
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.87256
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.84375
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.88695
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.93387
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 23.98457
(378.13, 15.76, 290.14) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 24.77957
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114464
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.369641
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658937
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965901
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.294156
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65707
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046286
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.471152
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.940472
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45298
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00297
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59159
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25562
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99767
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83884
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57764
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66396
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91597
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32182
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9089
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70472
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4062
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.103825
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358176
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644885
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951347
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.278317
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63897
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.027168
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.450126
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.917333
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42731
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97787
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56366
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22323
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96037
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79646
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53267
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6155
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8599
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25886
(378.13, 15.76, 290.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82542
ş(378.13, 15.76, 290.14) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 21.2799
(378.13, 15.76, 290.14) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 21.22399
