¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00763
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.350554
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.900297
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52039
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22513
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.033
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96826
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02505
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41365
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08796
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.72169
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.58109
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.56078
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.66587
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.00565
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.31694
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.54993
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.41036
(324.94, 7.57, 372.39) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.55098
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789889
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980345
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194333
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449718
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730697
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015362
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.322226
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664937
İ(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.032839
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431665
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.873558
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.365804
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.91744
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5398
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24728
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05851
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8867
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06243
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45831
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14235
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.72379
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.58786
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.56754
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.67697
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.02935
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.908
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.18385
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.05057
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.01696
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795371
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984821
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199154
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454876
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736336
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023224
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330805
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.67437
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.044003
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.444004
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.887263
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381116
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934654
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55929
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26953
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08415
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91858
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10002
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50328
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19203
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.72893
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.59741
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.57708
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.69075
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.05553
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.53598
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.85971
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.73388
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.91252
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800957
Â(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989315
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203995
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459955
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741889
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031111
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339369
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68379
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055203
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.456386
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.901019
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.396486
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.951941
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57887
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29189
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1099
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95063
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13782
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54852
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2319
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.73709
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.60975
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.58941
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.7072
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.08423
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.88797
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.81676
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.82745
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.52854
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.806646
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993823
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208852
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464952
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747352
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039022
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347918
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69319
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066441
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468809
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.914824
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.411916
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.969294
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59852
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31434
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96558
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98286
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17584
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59403
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27189
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.7483
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.62489
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.60454
Í(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.72636
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.11545
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.62591
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.38001
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.49713
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.25169
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812437
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998345
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213727
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469863
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752725
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046957
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356447
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702572
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077714
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.481273
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.928678
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4274
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.986712
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61826
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33689
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99338
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01524
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21402
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63981
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31198
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.76256
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.64285
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.62247
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.74822
(324.94, 7.57, 372.39) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 20.9429
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.42173
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.10786
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.21461
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.02847
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818331
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002881
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218614
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474691
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758003
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054911
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364955
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711932
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089019
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493775
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.942575
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.442939
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0042
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63807
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13626
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02126
ç(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04776
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25247
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68583
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35223
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.77988
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.66362
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.64322
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.77281
(324.94, 7.57, 372.39) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 21.54395
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.28236
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.89056
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.98506
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.86491
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824328
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007429
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223516
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47943
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763189
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062887
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373443
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72127
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.100356
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.506314
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956516
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.458527
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02174
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65796
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16053
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04929
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08046
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17097
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73213
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39253
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.80027
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.68723
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.66681
(324.94, 7.57, 372.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 18.80013
(324.94, 7.57, 372.39) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 22.26492
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 24.21589
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.73441
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 23.81442
(324.94, 7.57, 372.39) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 24.76802
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830426
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011991
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228433
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484087
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768279
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070881
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381907
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730585
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.111724
Ù(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.518889
(324.94, 7.57, 372.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.970499
