¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.719293
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79588
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066418
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352589
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664119
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004485
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.748009
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.724383
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.077556
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.051857
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.863154
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.840837
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.819683
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.799674
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.780793
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.763022
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.746349
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.034434
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.062119
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.980253
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.901282
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.825084
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.490642
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.488146
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.486621
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.486066
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.481965
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.362845
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538549
ù(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120091
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330342
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556556
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804007
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07495
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361872
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674243
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015542
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.809257
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.785369
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.150757
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.124771
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.100154
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.903019
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.881598
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.861335
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.842213
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.824213
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.807321
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.050701
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.130177
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.046794
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.966369
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.386174
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.382773
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.380327
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.378835
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.378295
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.378707
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.368061
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928397
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124544
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335126
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56176
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812224
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083619
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371275
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684536
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02679
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.872675
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.848516
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.226553
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.200266
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.175364
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.967408
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.945713
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.925184
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.905809
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.887569
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.870448
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.067365
î(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.20072
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.115752
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.286971
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.28269
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.279353
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.276953
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.275493
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.274968
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.275383
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.373326
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93263
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129104
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340047
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567377
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820539
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092426
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380863
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694911
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038172
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.938346
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.913904
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.410204
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.278438
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.253238
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.034085
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.012106
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.991303
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.971662
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.953171
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.935814
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.084429
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.273849
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.192759
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.187623
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.183415
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.180137
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.177784
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.176353
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.175845
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.17626
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.37864
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93697
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133744
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344997
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575102
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828893
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101288
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39052
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705493
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049726
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.329692
‰ (397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.981617
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.963367
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.260177
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.24034
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.103136
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.080861
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.059773
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.039861
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.021105
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.003499
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.110178
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.103284
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.097311
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.09226
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.088127
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.084906
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.082595
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.081193
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.080699
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.081114
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757337
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941333
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138466
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35006
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582919
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837349
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110354
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400308
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716168
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061455
(397.38, 14.61, 309.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440382
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.051749
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.027931
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.138104
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.348245
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.174657
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.152072
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.130691
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.110494
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.091468
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.026006
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.018304
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.011519
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.005643
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.000677
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.996609
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.993443
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.991173
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.989799
(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.98932
