¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
  (377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.21349
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.173863
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.188389
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.203647
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.219649
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.269996
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.371172
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.477944
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.590765
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.710139
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.32864
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.986661
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.921007
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.858047
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.797635
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.739635
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.683921
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.759846
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.840439
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.92516
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.014318
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.124842
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.090174
› (377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.080153
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.074147
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.083141
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.092788
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.103095
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.114068
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.125718
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.138053
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.151084
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.164821
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.179275
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.194458
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.253826
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.353617
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.458885
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.570067
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.40499
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.35205
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30281
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.045959
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.978609
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.914039
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.852097
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.792642
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.735544
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.79966
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.882129
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.968864
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.100566
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.072323
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.061709
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.057918
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.066215
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.075157
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.084749
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.094998
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.105914
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.117504
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.129778
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.142745
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.156417
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.170804
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.238858
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.337346
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.441195
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.550837
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07215
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.01257
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.95684
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.90494
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.107879
— (377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.038734
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.972462
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.908904
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.847913
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.789353
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.840601
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.925023
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.078356
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.055988
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.04478
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.043014
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.050628
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.058878
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.067771
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.077312
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.08751
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.098372
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.109906
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.122124
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.135033
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.148644
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.225037
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.322294
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.42481
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.533
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.172569
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.101526
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.033453
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.968186
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.905572
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.845467
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.882707
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.058179
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.041145
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.02934
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.029408
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.036352
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.043924
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.052131
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.060977
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.070473
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.080623
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.091435
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.10292
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.115085
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.12794
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.212304
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.308403
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.409664
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.516487
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00107
™ (377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.167134
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.097159
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 4.030083
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.965752
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.904015
(377.45, 15.73, 283.67) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.92602
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.027768
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.015364
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.017077
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.023361
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.030267
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.0378
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.045967
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.054773
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.064226
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.074332
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.0851
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.096539
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.110308
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.200606
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.295614
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.39569
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.501231
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 20.09305
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 20.08064
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 20.07125
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004833
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.263753
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.200178
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.139078
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.08033
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.029537
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.015841
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.002831
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.005997
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.011631
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.017882
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.024754
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.032253
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.040383
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.049153
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.058568
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.068635
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.079362
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.100538
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.189886
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.283868
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.382833
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.487164
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 20.0155
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 20.00015
œ (377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 19.9878
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 19.97845
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.251647
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.187487
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.125844
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.066586
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.019655
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.005342
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.99176
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.996147
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.001142
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.006747
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.012969
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.019811
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.027278
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.035377
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.044112
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.053493
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.063525
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.091641
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.180097
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.273113
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.37103
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.474225
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 19.94463
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 19.92634
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 19.91106
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 19.89877
(377.45, 15.73, 283.67) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 19.88946
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.176923
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.114672
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.054846
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.011193
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.996258
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.983748
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.987507
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.991871
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.996841
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.002422
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.008618
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.015433
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.022872
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.030942
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.039649
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.048999
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.08357
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.171186
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.263293
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.360226
(377.45, 15.73, 283.67) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.46235
(377.45, 15.73, 283.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.54676
